Week_Starting,Route,Vessel_Type,Freight_Rate_USD_Day,War_Risk_Premium_Pct,Hull_Insurance_Pct_Value,Bunker_Cost_USD_MT,Transit_Time_Days,Rerouting_Extra_Days,Conflict_Phase
2024-10-14,Cape of Good Hope (reroute),Suezmax,42587.0,0.051,0.239,645.0,13.4,0.0,Initial Escalation
2024-10-14,Cape of Good Hope (reroute),Aframax,31680.0,0.046,0.271,596.0,14.0,0.0,Initial Escalation
2024-10-14,Cape of Good Hope (reroute),LNG Carrier,85843.0,0.05,0.258,614.0,14.8,0.0,Initial Escalation
2024-10-14,Persian Gulf – East China Sea,VLCC,51132.0,0.045,0.24,650.0,8.8,0.0,Initial Escalation
2024-10-14,Persian Gulf – East China Sea,Suezmax,37733.0,0.053,0.266,597.0,7.9,0.0,Initial Escalation
2024-10-14,Persian Gulf – East China Sea,Aframax,27248.0,0.049,0.237,601.0,7.6,0.0,Initial Escalation
2024-10-14,Persian Gulf – East China Sea,LNG Carrier,64268.0,0.047,0.27,600.0,8.4,0.0,Initial Escalation
2024-10-14,Persian Gulf – Bay of Bengal,VLCC,35164.0,0.048,0.263,594.0,8.2,0.0,Initial Escalation
2024-10-14,Persian Gulf – Bay of Bengal,Suezmax,28578.0,0.054,0.252,587.0,7.7,0.0,Initial Escalation
2024-10-14,Persian Gulf – Bay of Bengal,Aframax,18041.0,0.053,0.274,631.0,8.5,0.0,Initial Escalation
2024-10-14,Persian Gulf – Bay of Bengal,LNG Carrier,50841.0,0.045,0.25,587.0,7.2,0.0,Initial Escalation
2024-10-14,Persian Gulf – Sea of Japan,VLCC,58348.0,0.052,0.231,622.0,7.9,0.0,Initial Escalation
2024-10-14,Persian Gulf – Sea of Japan,Suezmax,40460.0,0.051,0.271,585.0,8.7,0.0,Initial Escalation
2024-10-14,Persian Gulf – Sea of Japan,Aframax,28275.0,0.05,0.267,627.0,7.2,0.0,Initial Escalation
2024-10-14,Persian Gulf – Sea of Japan,LNG Carrier,71119.0,0.046,0.246,591.0,7.6,0.0,Initial Escalation
2024-10-14,Aden Gulf – Indian Ocean,VLCC,33128.0,0.046,0.248,617.0,8.5,0.0,Initial Escalation
2024-10-14,Aden Gulf – Indian Ocean,Suezmax,22773.0,0.047,0.238,616.0,8.8,0.0,Initial Escalation
2024-10-14,Aden Gulf – Indian Ocean,Aframax,18024.0,0.054,0.256,602.0,8.5,0.0,Initial Escalation
2024-10-14,Aden Gulf – Indian Ocean,LNG Carrier,46174.0,0.048,0.259,623.0,7.6,0.0,Initial Escalation
2024-10-14,Arabian Sea – South China Sea,VLCC,36987.0,0.053,0.253,652.0,8.8,0.0,Initial Escalation
2024-10-14,Arabian Sea – South China Sea,Suezmax,26320.0,0.054,0.27,625.0,7.3,0.0,Initial Escalation
2024-10-14,Arabian Sea – South China Sea,Aframax,20260.0,0.051,0.249,657.0,8.2,0.0,Initial Escalation
2024-10-14,Arabian Sea – South China Sea,LNG Carrier,50695.0,0.055,0.254,649.0,8.4,0.0,Initial Escalation
2024-10-21,Strait of Hormuz,VLCC,41597.0,0.05,0.265,612.0,1.8,0.0,Initial Escalation
2024-10-21,Strait of Hormuz,Suezmax,33580.0,0.047,0.263,657.0,1.8,0.0,Initial Escalation
2024-10-21,Strait of Hormuz,Aframax,22346.0,0.052,0.268,595.0,1.9,0.0,Initial Escalation
2024-10-21,Strait of Hormuz,LNG Carrier,54353.0,0.052,0.273,627.0,1.8,0.0,Initial Escalation
2024-10-21,Bab el-Mandeb / Red Sea,VLCC,43002.0,0.053,0.258,632.0,2.2,0.0,Initial Escalation
2024-10-21,Bab el-Mandeb / Red Sea,Suezmax,27693.0,0.052,0.226,648.0,2.0,0.0,Initial Escalation
2024-10-21,Bab el-Mandeb / Red Sea,Aframax,20289.0,0.048,0.27,628.0,2.1,0.0,Initial Escalation
2024-10-21,Bab el-Mandeb / Red Sea,LNG Carrier,52817.0,0.053,0.268,612.0,1.9,0.0,Initial Escalation
2024-10-21,Suez Canal,VLCC,45644.0,0.044,0.262,602.0,1.1,0.0,Initial Escalation
2024-10-21,Suez Canal,Suezmax,33487.0,0.052,0.274,653.0,1.1,0.0,Initial Escalation
2024-10-21,Suez Canal,Aframax,24352.0,0.047,0.239,592.0,1.0,0.0,Initial Escalation
2024-10-21,Suez Canal,LNG Carrier,57794.0,0.046,0.266,609.0,1.1,0.0,Initial Escalation
2024-10-21,Strait of Malacca,VLCC,31338.0,0.046,0.255,647.0,1.1,0.0,Initial Escalation
2024-10-21,Strait of Malacca,Suezmax,19520.0,0.052,0.237,608.0,1.1,0.0,Initial Escalation
2024-10-21,Strait of Malacca,Aframax,14267.0,0.051,0.241,604.0,1.1,0.0,Initial Escalation
2024-10-21,Strait of Malacca,LNG Carrier,41533.0,0.045,0.266,613.0,1.1,0.0,Initial Escalation
2024-10-21,Cape of Good Hope (reroute),VLCC,70076.0,0.048,0.258,644.0,13.7,0.0,Initial Escalation
2024-10-21,Cape of Good Hope (reroute),Suezmax,42260.0,0.052,0.267,598.0,15.1,0.0,Initial Escalation
2024-10-21,Cape of Good Hope (reroute),Aframax,34416.0,0.054,0.248,585.0,13.9,0.0,Initial Escalation
2024-10-21,Cape of Good Hope (reroute),LNG Carrier,81522.0,0.049,0.272,631.0,15.0,0.0,Initial Escalation
2024-10-21,Persian Gulf – East China Sea,VLCC,52669.0,0.052,0.24,618.0,8.4,0.0,Initial Escalation
2024-10-21,Persian Gulf – East China Sea,Suezmax,34343.0,0.049,0.24,634.0,8.2,0.0,Initial Escalation
2024-10-21,Persian Gulf – East China Sea,Aframax,26716.0,0.046,0.232,630.0,7.5,0.0,Initial Escalation
2024-10-21,Persian Gulf – East China Sea,LNG Carrier,66213.0,0.051,0.258,624.0,7.8,0.0,Initial Escalation
2024-10-21,Persian Gulf – Bay of Bengal,VLCC,39005.0,0.045,0.26,650.0,7.2,0.0,Initial Escalation
2024-10-21,Persian Gulf – Bay of Bengal,Suezmax,27752.0,0.056,0.25,635.0,8.4,0.0,Initial Escalation
2024-10-21,Persian Gulf – Bay of Bengal,Aframax,19010.0,0.051,0.271,630.0,7.6,0.0,Initial Escalation
2024-10-21,Persian Gulf – Bay of Bengal,LNG Carrier,49648.0,0.052,0.226,657.0,8.2,0.0,Initial Escalation
2024-10-21,Persian Gulf – Sea of Japan,VLCC,55615.0,0.044,0.25,602.0,8.2,0.0,Initial Escalation
2024-10-21,Persian Gulf – Sea of Japan,Suezmax,37792.0,0.05,0.271,632.0,7.2,0.0,Initial Escalation
2024-10-21,Persian Gulf – Sea of Japan,Aframax,27799.0,0.046,0.234,608.0,7.7,0.0,Initial Escalation
2024-10-21,Persian Gulf – Sea of Japan,LNG Carrier,71457.0,0.051,0.259,651.0,7.3,0.0,Initial Escalation
2024-10-21,Aden Gulf – Indian Ocean,VLCC,33145.0,0.053,0.241,644.0,8.3,0.0,Initial Escalation
2024-10-21,Aden Gulf – Indian Ocean,Suezmax,22998.0,0.053,0.239,618.0,8.7,0.0,Initial Escalation
2024-10-21,Aden Gulf – Indian Ocean,Aframax,18165.0,0.044,0.273,603.0,8.1,0.0,Initial Escalation
2024-10-21,Aden Gulf – Indian Ocean,LNG Carrier,46723.0,0.051,0.23,611.0,8.7,0.0,Initial Escalation
2024-10-21,Arabian Sea – South China Sea,VLCC,42301.0,0.053,0.272,620.0,8.7,0.0,Initial Escalation
2024-10-21,Arabian Sea – South China Sea,Suezmax,28539.0,0.052,0.251,610.0,8.7,0.0,Initial Escalation
2024-10-21,Arabian Sea – South China Sea,Aframax,20824.0,0.045,0.259,603.0,8.1,0.0,Initial Escalation
2024-10-21,Arabian Sea – South China Sea,LNG Carrier,54269.0,0.048,0.244,629.0,8.6,0.0,Initial Escalation
2024-10-28,Strait of Hormuz,VLCC,44015.0,0.046,0.27,610.0,2.0,0.0,Initial Escalation
2024-10-28,Strait of Hormuz,Suezmax,31401.0,0.047,0.257,655.0,2.2,0.0,Initial Escalation
2024-10-28,Strait of Hormuz,Aframax,20828.0,0.045,0.259,639.0,2.1,0.0,Initial Escalation
2024-10-28,Strait of Hormuz,LNG Carrier,59665.0,0.049,0.248,640.0,2.1,0.0,Initial Escalation
2024-10-28,Bab el-Mandeb / Red Sea,VLCC,40672.0,0.045,0.244,594.0,1.9,0.0,Initial Escalation
2024-10-28,Bab el-Mandeb / Red Sea,Suezmax,28977.0,0.052,0.254,584.0,2.2,0.0,Initial Escalation
2024-10-28,Bab el-Mandeb / Red Sea,Aframax,22168.0,0.05,0.274,642.0,2.0,0.0,Initial Escalation
2024-10-28,Bab el-Mandeb / Red Sea,LNG Carrier,54158.0,0.045,0.25,627.0,1.9,0.0,Initial Escalation
2024-10-28,Suez Canal,VLCC,46742.0,0.053,0.245,590.0,0.9,0.0,Initial Escalation
2024-10-28,Suez Canal,Suezmax,34974.0,0.046,0.252,601.0,1.0,0.0,Initial Escalation
2024-10-28,Suez Canal,Aframax,22477.0,0.053,0.227,642.0,1.1,0.0,Initial Escalation
2024-10-28,Suez Canal,LNG Carrier,58278.0,0.051,0.244,632.0,0.9,0.0,Initial Escalation
2024-10-28,Strait of Malacca,VLCC,29833.0,0.044,0.233,648.0,1.0,0.0,Initial Escalation
2024-10-28,Strait of Malacca,Suezmax,22491.0,0.053,0.227,609.0,1.0,0.0,Initial Escalation
2024-10-28,Strait of Malacca,Aframax,15155.0,0.051,0.248,653.0,0.9,0.0,Initial Escalation
2024-10-28,Strait of Malacca,LNG Carrier,41899.0,0.052,0.226,657.0,1.0,0.0,Initial Escalation
2024-10-28,Cape of Good Hope (reroute),VLCC,65245.0,0.054,0.251,640.0,14.2,0.0,Initial Escalation
2024-10-28,Cape of Good Hope (reroute),Suezmax,45258.0,0.048,0.248,584.0,15.3,0.0,Initial Escalation
2024-10-28,Cape of Good Hope (reroute),Aframax,32460.0,0.054,0.225,587.0,12.9,0.0,Initial Escalation
2024-10-28,Cape of Good Hope (reroute),LNG Carrier,84711.0,0.046,0.237,590.0,13.6,0.0,Initial Escalation
2024-10-28,Persian Gulf – East China Sea,VLCC,49013.0,0.055,0.249,622.0,8.1,0.0,Initial Escalation
2024-10-28,Persian Gulf – East China Sea,Suezmax,36343.0,0.045,0.243,649.0,7.6,0.0,Initial Escalation
2024-10-28,Persian Gulf – East China Sea,Aframax,26179.0,0.055,0.275,654.0,7.7,0.0,Initial Escalation
2024-10-28,Persian Gulf – East China Sea,LNG Carrier,64405.0,0.045,0.232,642.0,7.6,0.0,Initial Escalation
2024-10-28,Persian Gulf – Bay of Bengal,VLCC,40606.0,0.048,0.251,609.0,7.2,0.0,Initial Escalation
2024-10-28,Persian Gulf – Bay of Bengal,Suezmax,24620.0,0.044,0.228,625.0,8.5,0.0,Initial Escalation
2024-10-28,Persian Gulf – Bay of Bengal,Aframax,20235.0,0.053,0.227,639.0,7.7,0.0,Initial Escalation
2024-10-28,Persian Gulf – Bay of Bengal,LNG Carrier,51714.0,0.055,0.272,624.0,7.9,0.0,Initial Escalation
2024-10-28,Persian Gulf – Sea of Japan,VLCC,54375.0,0.056,0.231,591.0,8.5,0.0,Initial Escalation
2024-10-28,Persian Gulf – Sea of Japan,Suezmax,36589.0,0.054,0.241,602.0,7.8,0.0,Initial Escalation
2024-10-28,Persian Gulf – Sea of Japan,Aframax,29239.0,0.044,0.261,587.0,8.3,0.0,Initial Escalation
2024-10-28,Persian Gulf – Sea of Japan,LNG Carrier,69426.0,0.053,0.244,600.0,7.4,0.0,Initial Escalation
2024-10-28,Aden Gulf – Indian Ocean,VLCC,32965.0,0.056,0.249,593.0,8.7,0.0,Initial Escalation
2024-10-28,Aden Gulf – Indian Ocean,Suezmax,25521.0,0.055,0.242,595.0,7.7,0.0,Initial Escalation
2024-10-28,Aden Gulf – Indian Ocean,Aframax,16727.0,0.048,0.269,632.0,7.3,0.0,Initial Escalation
2024-10-28,Aden Gulf – Indian Ocean,LNG Carrier,42382.0,0.046,0.259,611.0,7.7,0.0,Initial Escalation
2024-10-28,Arabian Sea – South China Sea,VLCC,41993.0,0.053,0.233,629.0,8.6,0.0,Initial Escalation
2024-10-28,Arabian Sea – South China Sea,Suezmax,28502.0,0.056,0.235,617.0,8.4,0.0,Initial Escalation
2024-10-28,Arabian Sea – South China Sea,Aframax,20587.0,0.051,0.271,583.0,8.4,0.0,Initial Escalation
2024-10-28,Arabian Sea – South China Sea,LNG Carrier,52867.0,0.052,0.264,655.0,8.2,0.0,Initial Escalation
2024-11-04,Strait of Hormuz,VLCC,47584.0,0.045,0.257,587.0,2.0,0.0,Initial Escalation
2024-11-04,Strait of Hormuz,Suezmax,33733.0,0.051,0.264,633.0,1.9,0.0,Initial Escalation
2024-11-04,Strait of Hormuz,Aframax,24127.0,0.045,0.275,654.0,2.1,0.0,Initial Escalation
2024-11-04,Strait of Hormuz,LNG Carrier,56270.0,0.051,0.273,601.0,2.0,0.0,Initial Escalation
2024-11-04,Bab el-Mandeb / Red Sea,VLCC,39145.0,0.046,0.246,608.0,2.0,0.0,Initial Escalation
2024-11-04,Bab el-Mandeb / Red Sea,Suezmax,27931.0,0.051,0.254,628.0,2.0,0.0,Initial Escalation
2024-11-04,Bab el-Mandeb / Red Sea,Aframax,22408.0,0.055,0.24,644.0,1.9,0.0,Initial Escalation
2024-11-04,Bab el-Mandeb / Red Sea,LNG Carrier,54728.0,0.054,0.259,586.0,2.0,0.0,Initial Escalation
2024-11-04,Suez Canal,VLCC,46879.0,0.051,0.26,621.0,0.9,0.0,Initial Escalation
2024-11-04,Suez Canal,Suezmax,35558.0,0.052,0.268,599.0,1.1,0.0,Initial Escalation
2024-11-04,Suez Canal,Aframax,23018.0,0.044,0.256,635.0,1.0,0.0,Initial Escalation
2024-11-04,Suez Canal,LNG Carrier,62031.0,0.045,0.245,636.0,1.0,0.0,Initial Escalation
2024-11-04,Strait of Malacca,VLCC,29154.0,0.046,0.231,606.0,0.9,0.0,Initial Escalation
2024-11-04,Strait of Malacca,Suezmax,21241.0,0.049,0.241,643.0,1.0,0.0,Initial Escalation
2024-11-04,Strait of Malacca,Aframax,14692.0,0.045,0.253,598.0,1.0,0.0,Initial Escalation
2024-11-04,Strait of Malacca,LNG Carrier,37743.0,0.044,0.246,600.0,1.1,0.0,Initial Escalation
2024-11-04,Cape of Good Hope (reroute),VLCC,61290.0,0.052,0.245,628.0,12.8,0.0,Initial Escalation
2024-11-04,Cape of Good Hope (reroute),Suezmax,47745.0,0.047,0.266,592.0,13.7,0.0,Initial Escalation
2024-11-04,Cape of Good Hope (reroute),Aframax,32402.0,0.047,0.241,585.0,14.0,0.0,Initial Escalation
2024-11-04,Cape of Good Hope (reroute),LNG Carrier,89015.0,0.047,0.251,623.0,14.2,0.0,Initial Escalation
2024-11-04,Persian Gulf – East China Sea,VLCC,53119.0,0.045,0.227,646.0,8.4,0.0,Initial Escalation
2024-11-04,Persian Gulf – East China Sea,Suezmax,34732.0,0.054,0.273,654.0,7.6,0.0,Initial Escalation
2024-11-04,Persian Gulf – East China Sea,Aframax,25773.0,0.048,0.237,633.0,7.9,0.0,Initial Escalation
2024-11-04,Persian Gulf – East China Sea,LNG Carrier,68146.0,0.046,0.24,631.0,7.6,0.0,Initial Escalation
2024-11-04,Persian Gulf – Bay of Bengal,VLCC,36868.0,0.047,0.228,632.0,7.4,0.0,Initial Escalation
2024-11-04,Persian Gulf – Bay of Bengal,Suezmax,27977.0,0.055,0.233,613.0,7.9,0.0,Initial Escalation
2024-11-04,Persian Gulf – Bay of Bengal,Aframax,18785.0,0.045,0.257,614.0,8.4,0.0,Initial Escalation
2024-11-04,Persian Gulf – Bay of Bengal,LNG Carrier,46564.0,0.053,0.243,621.0,7.2,0.0,Initial Escalation
2024-11-04,Persian Gulf – Sea of Japan,VLCC,53874.0,0.045,0.264,618.0,7.9,0.0,Initial Escalation
2024-11-04,Persian Gulf – Sea of Japan,Suezmax,40653.0,0.053,0.265,605.0,7.7,0.0,Initial Escalation
2024-11-04,Persian Gulf – Sea of Japan,Aframax,28522.0,0.046,0.273,634.0,8.5,0.0,Initial Escalation
2024-11-04,Persian Gulf – Sea of Japan,LNG Carrier,75431.0,0.053,0.255,612.0,7.3,0.0,Initial Escalation
2024-11-04,Aden Gulf – Indian Ocean,VLCC,36285.0,0.048,0.249,593.0,8.4,0.0,Initial Escalation
2024-11-04,Aden Gulf – Indian Ocean,Suezmax,25080.0,0.053,0.263,648.0,8.7,0.0,Initial Escalation
2024-11-04,Aden Gulf – Indian Ocean,Aframax,18297.0,0.054,0.263,626.0,8.5,0.0,Initial Escalation
2024-11-04,Aden Gulf – Indian Ocean,LNG Carrier,44604.0,0.046,0.271,652.0,8.4,0.0,Initial Escalation
2024-11-04,Arabian Sea – South China Sea,VLCC,37943.0,0.046,0.232,604.0,7.8,0.0,Initial Escalation
2024-11-04,Arabian Sea – South China Sea,Suezmax,27442.0,0.048,0.273,587.0,7.8,0.0,Initial Escalation
2024-11-04,Arabian Sea – South China Sea,Aframax,18541.0,0.053,0.265,611.0,8.3,0.0,Initial Escalation
2024-11-04,Arabian Sea – South China Sea,LNG Carrier,50401.0,0.046,0.256,628.0,8.1,0.0,Initial Escalation
2024-11-11,Strait of Hormuz,VLCC,41779.0,0.049,0.27,650.0,1.9,0.0,Initial Escalation
2024-11-11,Strait of Hormuz,Suezmax,33488.0,0.054,0.235,592.0,2.1,0.0,Initial Escalation
2024-11-11,Strait of Hormuz,Aframax,23858.0,0.046,0.236,596.0,2.0,0.0,Initial Escalation
2024-11-11,Strait of Hormuz,LNG Carrier,58297.0,0.055,0.269,588.0,1.8,0.0,Initial Escalation
2024-11-11,Bab el-Mandeb / Red Sea,VLCC,43091.0,0.046,0.244,626.0,1.9,0.0,Initial Escalation
2024-11-11,Bab el-Mandeb / Red Sea,Suezmax,27490.0,0.052,0.24,647.0,1.9,0.0,Initial Escalation
2024-11-11,Bab el-Mandeb / Red Sea,Aframax,22228.0,0.049,0.235,618.0,1.9,0.0,Initial Escalation
2024-11-11,Bab el-Mandeb / Red Sea,LNG Carrier,58735.0,0.049,0.241,656.0,2.1,0.0,Initial Escalation
2024-11-11,Suez Canal,VLCC,49181.0,0.056,0.258,651.0,1.0,0.0,Initial Escalation
2024-11-11,Suez Canal,Suezmax,33140.0,0.055,0.262,588.0,1.0,0.0,Initial Escalation
2024-11-11,Suez Canal,Aframax,24321.0,0.053,0.272,648.0,1.1,0.0,Initial Escalation
2024-11-11,Suez Canal,LNG Carrier,58604.0,0.048,0.233,587.0,1.0,0.0,Initial Escalation
2024-11-11,Strait of Malacca,VLCC,31663.0,0.052,0.253,626.0,1.0,0.0,Initial Escalation
2024-11-11,Strait of Malacca,Suezmax,19636.0,0.052,0.252,613.0,0.9,0.0,Initial Escalation
2024-11-11,Strait of Malacca,Aframax,15334.0,0.047,0.241,606.0,0.9,0.0,Initial Escalation
2024-11-11,Strait of Malacca,LNG Carrier,40745.0,0.051,0.27,657.0,1.0,0.0,Initial Escalation
2024-11-11,Cape of Good Hope (reroute),VLCC,69142.0,0.051,0.243,618.0,13.4,0.0,Initial Escalation
2024-11-11,Cape of Good Hope (reroute),Suezmax,47175.0,0.052,0.262,638.0,13.2,0.0,Initial Escalation
2024-11-11,Cape of Good Hope (reroute),Aframax,32631.0,0.048,0.226,626.0,13.9,0.0,Initial Escalation
2024-11-11,Cape of Good Hope (reroute),LNG Carrier,83881.0,0.051,0.253,648.0,14.5,0.0,Initial Escalation
2024-11-11,Persian Gulf – East China Sea,VLCC,49277.0,0.052,0.256,623.0,8.2,0.0,Initial Escalation
2024-11-11,Persian Gulf – East China Sea,Suezmax,35334.0,0.048,0.253,595.0,8.4,0.0,Initial Escalation
2024-11-11,Persian Gulf – East China Sea,Aframax,25680.0,0.045,0.254,640.0,7.6,0.0,Initial Escalation
2024-11-11,Persian Gulf – East China Sea,LNG Carrier,65045.0,0.054,0.262,624.0,7.9,0.0,Initial Escalation
2024-11-11,Persian Gulf – Bay of Bengal,VLCC,39872.0,0.049,0.231,601.0,7.7,0.0,Initial Escalation
2024-11-11,Persian Gulf – Bay of Bengal,Suezmax,27771.0,0.05,0.249,645.0,8.2,0.0,Initial Escalation
2024-11-11,Persian Gulf – Bay of Bengal,Aframax,17643.0,0.053,0.272,594.0,8.7,0.0,Initial Escalation
2024-11-11,Persian Gulf – Bay of Bengal,LNG Carrier,47697.0,0.049,0.237,639.0,7.9,0.0,Initial Escalation
2024-11-11,Persian Gulf – Sea of Japan,VLCC,55891.0,0.054,0.227,588.0,7.3,0.0,Initial Escalation
2024-11-11,Persian Gulf – Sea of Japan,Suezmax,39784.0,0.049,0.258,597.0,7.7,0.0,Initial Escalation
2024-11-11,Persian Gulf – Sea of Japan,Aframax,25548.0,0.047,0.236,634.0,7.7,0.0,Initial Escalation
2024-11-11,Persian Gulf – Sea of Japan,LNG Carrier,75157.0,0.053,0.25,632.0,7.9,0.0,Initial Escalation
