country_key,date_key,fuel_type_key,conflict_phase_key,import_volume_kbpd,me_share_pct,alternative_source_pct,price_premium_pct,disruption_risk_score,spr_days_cover
13,20241001,2,1,165.6,77.55,22.45,0.0,2.9,47.0
13,20241001,3,1,56.6,79.67,21.14,0.0,2.9,35.0
13,20241001,4,1,69.5,75.54,24.08,0.0,2.5,28.0
13,20241001,5,1,46.0,76.0,25.28,0.0,2.8,34.0
13,20241001,6,1,24.5,75.27,25.35,0.0,2.7,59.0
14,20241001,1,1,818.2,81.68,17.99,0.0,2.7,33.0
14,20241001,2,1,238.8,82.88,16.79,0.0,3.3,50.0
14,20241001,3,1,81.8,81.11,19.39,0.0,3.2,40.0
14,20241001,4,1,99.3,80.66,20.24,0.0,3.1,38.0
14,20241001,5,1,61.8,78.35,22.85,0.0,2.4,48.0
14,20241001,6,1,39.9,82.8,18.09,0.0,2.5,38.0
15,20241001,1,1,77.8,28.59,60.01,0.0,1.2,30.0
15,20241001,2,1,24.3,27.07,59.82,0.0,0.8,54.0
15,20241001,3,1,8.5,28.53,61.2,0.0,1.3,46.0
15,20241001,4,1,11.3,27.38,60.24,0.0,0.6,39.0
15,20241001,5,1,6.6,28.47,59.22,0.0,1.2,42.0
15,20241001,6,1,4.4,29.06,60.22,0.0,1.2,44.0
16,20241001,1,1,44.5,93.33,6.96,0.0,2.7,46.0
16,20241001,2,1,15.4,90.49,9.59,0.0,2.8,56.0
16,20241001,3,1,4.9,91.93,7.95,0.0,3.1,28.0
16,20241001,4,1,6.4,88.61,11.77,0.0,3.0,34.0
16,20241001,5,1,4.2,90.16,10.25,0.0,3.3,36.0
16,20241001,6,1,2.3,89.12,11.33,0.0,3.2,55.0
17,20241001,1,1,39.6,35.9,62.74,0.0,1.1,40.0
17,20241001,2,1,13.3,34.2,57.28,0.0,0.8,40.0
17,20241001,3,1,4.0,33.62,60.84,0.0,1.3,36.0
17,20241001,4,1,5.9,34.15,63.4,0.0,1.5,43.0
17,20241001,5,1,3.5,34.71,60.04,0.0,1.6,41.0
17,20241001,6,1,2.2,34.06,56.51,0.0,1.1,48.0
18,20241001,1,1,26.5,40.32,62.06,0.0,1.1,39.0
18,20241001,2,1,7.7,41.01,60.6,0.0,1.3,44.0
18,20241001,3,1,2.8,39.67,59.88,0.0,1.3,40.0
18,20241001,4,1,3.7,39.72,58.97,0.0,1.2,46.0
18,20241001,5,1,2.3,41.2,56.78,0.0,1.6,37.0
18,20241001,6,1,1.4,38.58,61.03,0.0,1.0,37.0
19,20241001,1,1,9.5,10.09,59.38,0.0,0.5,41.0
19,20241001,2,1,2.9,9.85,58.83,0.0,-0.0,58.0
19,20241001,3,1,0.9,9.93,59.34,0.0,0.1,33.0
19,20241001,4,1,1.2,9.91,61.25,0.0,-0.1,40.0
19,20241001,5,1,0.7,9.7,58.29,0.0,-0.0,38.0
19,20241001,6,1,0.5,9.99,62.67,0.0,0.2,41.0
20,20241001,1,1,15.1,5.01,58.25,0.0,0.6,37.0
20,20241001,2,1,4.6,4.98,56.81,0.0,0.2,33.0
20,20241001,3,1,1.5,5.12,61.84,0.0,0.1,23.0
20,20241001,4,1,2.1,5.15,57.94,0.0,-0.0,43.0
20,20241001,5,1,1.3,5.1,60.91,0.0,0.2,55.0
20,20241001,6,1,0.7,4.95,62.72,0.0,0.6,48.0
1,20241101,1,1,6561.6,43.81,58.86,0.0,1.9,87.0
1,20241101,2,1,1876.3,43.55,53.4,0.0,2.0,86.0
1,20241101,3,1,712.4,43.32,57.16,0.0,1.6,103.0
1,20241101,4,1,955.9,44.63,55.65,0.0,1.1,92.0
1,20241101,5,1,568.4,43.47,57.77,0.0,1.3,98.0
1,20241101,6,1,351.4,43.59,56.11,0.0,1.8,85.0
2,20241101,1,1,2938.8,62.36,36.51,0.0,2.5,64.0
2,20241101,2,1,900.2,63.05,37.32,0.0,2.2,56.0
2,20241101,3,1,300.8,62.91,37.96,0.0,2.3,77.0
2,20241101,4,1,386.5,62.09,38.14,0.0,2.6,60.0
2,20241101,5,1,247.6,62.8,38.22,0.0,1.9,74.0
2,20241101,6,1,133.6,60.7,39.75,0.0,2.1,58.0
3,20241101,1,1,1742.7,86.3,14.48,0.0,3.5,241.0
3,20241101,2,1,525.8,87.34,12.02,0.0,2.8,251.0
3,20241101,3,1,187.2,88.68,11.0,0.0,3.6,213.0
3,20241101,4,1,229.3,85.03,15.57,0.0,3.0,236.0
3,20241101,5,1,158.5,87.95,12.61,0.0,2.6,223.0
3,20241101,6,1,100.1,90.76,9.02,0.0,2.7,210.0
4,20241101,1,1,1546.7,69.44,28.92,0.0,2.8,180.0
4,20241101,2,1,499.8,71.03,28.89,0.0,3.0,180.0
4,20241101,3,1,153.2,71.98,28.39,0.0,2.9,179.0
4,20241101,4,1,217.9,73.11,27.49,0.0,2.1,179.0
4,20241101,5,1,134.6,70.61,30.99,0.0,2.3,178.0
4,20241101,6,1,77.8,73.99,24.84,0.0,2.5,179.0
5,20241101,1,1,398.6,15.29,60.74,0.0,0.6,76.0
5,20241101,2,1,122.5,14.82,56.74,0.0,0.3,75.0
5,20241101,3,1,40.3,14.56,59.16,0.0,1.0,62.0
5,20241101,4,1,50.6,15.29,62.08,0.0,1.0,64.0
5,20241101,5,1,31.9,15.08,58.44,0.0,0.7,51.0
5,20241101,6,1,19.7,15.33,62.44,0.0,0.9,61.0
6,20241101,1,1,485.9,17.97,59.61,0.0,1.0,47.0
6,20241101,2,1,149.3,17.84,58.72,0.0,0.7,36.0
6,20241101,3,1,47.8,17.51,63.38,0.0,0.6,40.0
6,20241101,4,1,72.9,18.59,63.2,0.0,0.7,31.0
6,20241101,5,1,39.1,18.59,56.5,0.0,0.5,37.0
6,20241101,6,1,24.8,17.75,61.81,0.0,0.7,47.0
7,20241101,1,1,526.6,54.3,46.94,0.0,2.3,27.0
7,20241101,2,1,178.3,53.5,45.82,0.0,2.4,50.0
7,20241101,3,1,52.3,54.49,47.7,0.0,1.6,29.0
7,20241101,4,1,78.9,55.75,41.75,0.0,1.5,43.0
7,20241101,5,1,47.0,54.82,45.91,0.0,1.5,30.0
7,20241101,6,1,27.5,56.01,41.89,0.0,1.9,42.0
8,20241101,1,1,240.1,22.83,62.02,0.0,1.0,29.0
8,20241101,2,1,67.4,22.2,59.87,0.0,0.9,49.0
8,20241101,3,1,21.8,21.56,57.92,0.0,1.2,33.0
8,20241101,4,1,33.1,21.49,62.01,0.0,0.6,53.0
8,20241101,5,1,19.0,21.75,57.33,0.0,0.7,41.0
8,20241101,6,1,12.1,21.76,62.05,0.0,0.8,45.0
9,20241101,1,1,183.0,59.93,42.27,0.0,2.6,41.0
9,20241101,2,1,56.6,58.02,42.13,0.0,2.3,36.0
9,20241101,3,1,18.6,60.71,38.46,0.0,2.3,40.0
9,20241101,4,1,25.7,61.05,38.16,0.0,1.7,35.0
9,20241101,5,1,16.6,61.17,41.07,0.0,2.5,36.0
9,20241101,6,1,9.3,57.84,42.26,0.0,2.1,48.0
10,20241101,1,1,272.1,12.02,57.14,0.0,0.8,33.0
10,20241101,2,1,71.5,11.99,59.56,0.0,0.8,41.0
10,20241101,3,1,26.3,11.82,60.42,0.0,0.5,49.0
10,20241101,4,1,32.8,11.85,58.74,0.0,0.7,53.0
10,20241101,5,1,19.4,12.1,61.92,0.0,0.2,46.0
10,20241101,6,1,13.6,12.12,56.46,0.0,0.1,44.0
11,20241101,1,1,288.5,77.6,22.51,0.0,2.3,33.0
11,20241101,2,1,87.0,73.11,26.01,0.0,2.7,41.0
11,20241101,3,1,30.5,75.83,24.91,0.0,3.0,50.0
11,20241101,4,1,39.6,73.7,27.56,0.0,3.1,42.0
11,20241101,5,1,22.5,72.76,27.92,0.0,2.7,46.0
11,20241101,6,1,14.7,72.43,27.93,0.0,2.5,31.0
12,20241101,1,1,89.7,43.22,56.21,0.0,1.6,38.0
12,20241101,2,1,24.8,41.25,57.2,0.0,1.0,48.0
12,20241101,3,1,8.6,41.98,58.51,0.0,1.3,40.0
12,20241101,4,1,11.0,41.32,57.11,0.0,1.6,43.0
12,20241101,5,1,7.3,41.61,55.21,0.0,1.0,30.0
12,20241101,6,1,4.3,41.76,56.8,0.0,1.9,40.0
13,20241101,1,1,495.0,79.59,19.36,0.0,3.0,33.0
13,20241101,2,1,156.2,76.69,23.0,0.0,2.5,47.0
13,20241101,3,1,49.7,79.0,21.69,0.0,2.9,38.0
13,20241101,4,1,72.6,81.08,20.0,0.0,3.0,32.0
13,20241101,5,1,40.6,76.44,24.93,0.0,2.4,37.0
13,20241101,6,1,26.3,77.31,23.84,0.0,3.1,55.0
14,20241101,1,1,824.4,82.0,18.1,0.0,2.8,40.0
14,20241101,2,1,226.2,78.19,22.23,0.0,3.0,41.0
14,20241101,3,1,83.9,81.21,18.92,0.0,2.4,43.0
14,20241101,4,1,107.8,80.62,20.47,0.0,2.6,48.0
14,20241101,5,1,69.3,79.4,21.55,0.0,2.4,56.0
14,20241101,6,1,37.6,77.87,21.44,0.0,2.8,43.0
15,20241101,1,1,78.2,27.86,60.92,0.0,1.3,32.0
15,20241101,2,1,25.0,27.5,59.33,0.0,1.2,18.0
15,20241101,3,1,9.0,28.16,59.94,0.0,0.5,60.0
15,20241101,4,1,11.2,29.11,63.08,0.0,0.5,44.0
15,20241101,5,1,7.2,27.34,58.23,0.0,1.3,28.0
15,20241101,6,1,3.9,28.0,60.6,0.0,0.8,45.0
16,20241101,1,1,50.3,89.75,9.73,0.0,3.1,43.0
16,20241101,2,1,14.7,88.39,12.25,0.0,2.8,22.0
16,20241101,3,1,5.0,90.27,9.39,0.0,2.7,39.0
16,20241101,4,1,6.9,88.6,10.88,0.0,3.1,32.0
16,20241101,5,1,4.0,90.05,9.67,0.0,2.9,46.0
16,20241101,6,1,2.4,92.66,7.47,0.0,2.7,39.0
17,20241101,1,1,45.0,34.76,61.46,0.0,1.6,54.0
17,20241101,2,1,11.6,33.67,56.53,0.0,1.7,40.0
17,20241101,3,1,4.2,35.06,61.65,0.0,1.2,26.0
17,20241101,4,1,5.9,34.76,57.64,0.0,0.9,38.0
17,20241101,5,1,3.3,34.35,58.77,0.0,0.7,36.0
17,20241101,6,1,2.0,34.99,62.32,0.0,1.1,42.0
18,20241101,1,1,24.9,41.1,56.94,0.0,1.6,47.0
18,20241101,2,1,8.0,40.16,56.4,0.0,1.5,42.0
18,20241101,3,1,2.8,41.56,57.87,0.0,1.6,29.0
18,20241101,4,1,3.5,40.74,59.98,0.0,1.4,41.0
18,20241101,5,1,2.1,38.76,58.73,0.0,1.8,42.0
18,20241101,6,1,1.3,40.74,60.81,0.0,0.9,33.0
19,20241101,1,1,9.0,9.95,62.43,0.0,-0.1,30.0
19,20241101,2,1,2.5,10.01,58.04,0.0,0.1,37.0
19,20241101,3,1,0.9,9.74,59.52,0.0,0.6,46.0
19,20241101,4,1,1.3,10.19,58.21,0.0,0.4,41.0
19,20241101,5,1,0.7,9.97,60.98,0.0,0.8,56.0
19,20241101,6,1,0.4,10.2,58.9,0.0,0.1,45.0
20,20241101,1,1,15.6,5.07,60.71,0.0,0.1,40.0
20,20241101,2,1,4.8,4.86,56.47,0.0,-0.2,40.0
20,20241101,3,1,1.6,5.05,57.16,0.0,0.6,48.0
20,20241101,4,1,2.2,5.18,59.81,0.0,-0.0,42.0
20,20241101,5,1,1.2,5.07,57.92,0.0,0.4,35.0
20,20241101,6,1,0.7,4.99,63.06,0.0,-0.2,51.0
1,20241201,1,1,7020.5,45.49,51.84,0.0,1.7,95.0
1,20241201,2,1,2070.7,42.66,53.98,0.0,1.8,82.0
1,20241201,3,1,720.7,43.98,55.41,0.0,1.8,81.0
1,20241201,4,1,876.4,42.45,54.41,0.0,1.2,91.0
1,20241201,5,1,603.7,45.17,52.22,0.0,1.5,91.0
1,20241201,6,1,332.9,44.9,54.41,0.0,2.0,85.0
2,20241201,1,1,3089.3,62.24,38.32,0.0,2.3,69.0
2,20241201,2,1,820.6,64.04,35.16,0.0,1.7,79.0
2,20241201,3,1,278.4,62.87,35.15,0.0,2.6,71.0
2,20241201,4,1,393.3,64.38,34.47,0.0,1.9,67.0
2,20241201,5,1,235.2,60.45,41.19,0.0,1.9,50.0
2,20241201,6,1,148.4,60.7,40.22,0.0,1.7,64.0
3,20241201,1,1,1960.1,90.88,9.16,0.0,3.0,243.0
3,20241201,2,1,547.8,85.23,15.53,0.0,3.4,231.0
3,20241201,3,1,173.8,85.79,15.01,0.0,2.8,231.0
3,20241201,4,1,261.7,90.03,10.37,0.0,2.7,241.0
3,20241201,5,1,165.8,85.19,14.21,0.0,3.2,220.0
3,20241201,6,1,97.9,88.03,11.35,0.0,3.0,229.0
4,20241201,1,1,1600.8,70.61,29.47,0.0,3.0,170.0
4,20241201,2,1,488.7,71.03,28.44,0.0,2.7,163.0
4,20241201,3,1,163.6,71.24,27.58,0.0,2.3,181.0
4,20241201,4,1,205.4,74.15,25.41,0.0,3.0,179.0
4,20241201,5,1,139.6,69.38,28.92,0.0,2.0,176.0
4,20241201,6,1,82.0,73.88,27.02,0.0,2.0,171.0
5,20241201,1,1,396.1,14.49,58.03,0.0,0.6,66.0
5,20241201,2,1,112.4,15.05,58.15,0.0,0.5,53.0
5,20241201,3,1,36.8,15.33,62.76,0.0,0.4,52.0
5,20241201,4,1,48.0,14.53,58.99,0.0,1.0,50.0
5,20241201,5,1,32.8,14.85,61.29,0.0,0.5,65.0
5,20241201,6,1,17.8,15.3,61.65,0.0,0.2,38.0
6,20241201,1,1,529.8,18.14,59.13,0.0,0.9,51.0
6,20241201,2,1,155.0,18.02,60.81,0.0,1.1,27.0
6,20241201,3,1,47.8,17.33,62.01,0.0,0.8,32.0
6,20241201,4,1,72.3,17.7,62.92,0.0,1.0,56.0
6,20241201,5,1,43.9,18.07,61.53,0.0,0.5,41.0
6,20241201,6,1,26.5,17.31,58.96,0.0,1.0,44.0
7,20241201,1,1,547.4,53.67,47.02,0.0,2.2,32.0
7,20241201,2,1,155.8,52.97,48.78,0.0,2.3,46.0
7,20241201,3,1,51.4,53.7,49.03,0.0,2.1,51.0
7,20241201,4,1,71.1,55.93,44.52,0.0,1.5,34.0
7,20241201,5,1,44.5,54.96,43.16,0.0,1.6,45.0
7,20241201,6,1,27.4,54.3,45.81,0.0,2.0,60.0
8,20241201,1,1,220.1,21.7,60.17,0.0,0.6,44.0
8,20241201,2,1,71.0,22.61,63.57,0.0,1.0,37.0
8,20241201,3,1,22.8,21.37,61.88,0.0,1.1,44.0
8,20241201,4,1,29.1,22.27,59.83,0.0,0.4,32.0
8,20241201,5,1,20.4,22.08,58.03,0.0,1.1,19.0
8,20241201,6,1,11.8,22.23,57.29,0.0,0.8,59.0
9,20241201,1,1,188.8,62.13,36.69,0.0,1.9,37.0
9,20241201,2,1,56.8,61.11,38.42,0.0,2.3,48.0
9,20241201,3,1,20.0,58.21,44.24,0.0,2.4,48.0
9,20241201,4,1,25.9,58.8,43.45,0.0,1.8,32.0
9,20241201,5,1,16.2,61.13,36.79,0.0,2.0,50.0
9,20241201,6,1,8.7,61.63,37.23,0.0,1.9,49.0
10,20241201,1,1,270.7,11.66,60.0,0.0,0.2,41.0
10,20241201,2,1,74.6,11.91,60.31,0.0,0.3,40.0
10,20241201,3,1,25.9,11.82,56.54,0.0,0.4,40.0
10,20241201,4,1,32.9,12.41,62.64,0.0,0.9,32.0
10,20241201,5,1,22.1,11.75,61.42,0.0,0.5,42.0
10,20241201,6,1,12.4,11.56,58.79,0.0,0.3,36.0
11,20241201,1,1,276.0,75.72,24.69,0.0,2.3,41.0
11,20241201,2,1,90.3,73.8,26.22,0.0,2.8,55.0
11,20241201,3,1,30.2,76.0,23.06,0.0,2.6,49.0
11,20241201,4,1,37.3,77.14,24.03,0.0,2.3,42.0
11,20241201,5,1,24.1,72.27,28.28,0.0,2.5,35.0
11,20241201,6,1,14.4,74.08,26.88,0.0,2.7,34.0
12,20241201,1,1,83.8,43.33,54.22,0.0,1.1,36.0
12,20241201,2,1,23.9,40.96,57.97,0.0,1.9,37.0
12,20241201,3,1,8.6,42.33,58.71,0.0,1.7,40.0
12,20241201,4,1,10.3,41.57,59.18,0.0,1.7,49.0
12,20241201,5,1,7.4,43.1,53.73,0.0,1.7,44.0
12,20241201,6,1,4.5,41.95,58.58,0.0,1.7,27.0
13,20241201,1,1,551.4,80.07,21.08,0.0,2.6,46.0
13,20241201,2,1,169.5,80.55,20.39,0.0,2.7,36.0
13,20241201,3,1,55.0,80.85,18.14,0.0,2.6,36.0
13,20241201,4,1,70.8,77.64,21.39,0.0,2.5,48.0
13,20241201,5,1,40.8,78.51,20.9,0.0,2.4,42.0
13,20241201,6,1,28.3,76.35,23.97,0.0,2.6,40.0
14,20241201,1,1,812.1,80.64,18.99,0.0,3.0,21.0
14,20241201,2,1,230.2,79.55,21.39,0.0,2.7,51.0
14,20241201,3,1,77.5,82.79,16.23,0.0,2.8,33.0
14,20241201,4,1,111.5,78.68,22.17,0.0,3.0,37.0
14,20241201,5,1,62.7,82.51,16.91,0.0,2.5,24.0
14,20241201,6,1,40.9,83.06,16.75,0.0,2.7,32.0
15,20241201,1,1,88.6,27.83,61.96,0.0,1.0,36.0
15,20241201,2,1,25.9,27.12,62.65,0.0,0.6,32.0
15,20241201,3,1,8.5,28.2,60.42,0.0,1.3,40.0
15,20241201,4,1,11.6,28.32,61.86,0.0,0.9,48.0
15,20241201,5,1,7.1,27.8,62.29,0.0,1.4,44.0
15,20241201,6,1,4.1,29.06,63.58,0.0,1.3,39.0
16,20241201,1,1,46.4,90.66,9.09,0.0,2.7,47.0
16,20241201,2,1,14.3,88.97,11.41,0.0,2.9,31.0
16,20241201,3,1,4.9,90.25,9.32,0.0,2.9,52.0
16,20241201,4,1,6.7,93.16,6.73,0.0,2.7,33.0
16,20241201,5,1,4.2,89.44,10.37,0.0,3.4,38.0
16,20241201,6,1,2.4,88.98,11.15,0.0,3.3,52.0
17,20241201,1,1,43.7,34.6,58.88,0.0,1.3,48.0
17,20241201,2,1,13.3,34.99,60.21,0.0,1.6,42.0
17,20241201,3,1,3.9,34.94,60.06,0.0,1.7,32.0
17,20241201,4,1,5.2,33.6,62.72,0.0,1.6,44.0
17,20241201,5,1,3.5,36.38,62.71,0.0,1.0,21.0
17,20241201,6,1,2.2,35.48,56.44,0.0,0.8,25.0
18,20241201,1,1,28.2,39.99,58.44,0.0,1.0,41.0
18,20241201,2,1,7.7,38.99,62.93,0.0,0.9,33.0
18,20241201,3,1,2.5,38.46,63.06,0.0,0.9,54.0
18,20241201,4,1,3.6,39.81,63.12,0.0,0.9,59.0
18,20241201,5,1,2.3,39.79,61.11,0.0,1.0,35.0
18,20241201,6,1,1.5,41.48,60.9,0.0,1.8,28.0
19,20241201,1,1,9.3,10.34,57.87,0.0,0.4,38.0
19,20241201,2,1,2.7,10.29,58.36,0.0,0.8,40.0
19,20241201,3,1,1.0,10.12,62.0,0.0,0.5,43.0
19,20241201,4,1,1.2,10.03,57.97,0.0,-0.0,29.0
19,20241201,5,1,0.7,10.29,59.77,0.0,0.2,33.0
19,20241201,6,1,0.4,10.05,63.06,0.0,-0.0,35.0
20,20241201,1,1,14.4,5.07,56.8,0.0,0.0,40.0
20,20241201,2,1,4.2,4.85,61.71,0.0,-0.2,50.0
20,20241201,3,1,1.4,5.07,62.07,0.0,0.2,41.0
20,20241201,4,1,2.0,4.94,58.04,0.0,-0.2,38.0
20,20241201,5,1,1.3,4.93,57.94,0.0,-0.3,48.0
20,20241201,6,1,0.7,5.06,57.45,0.0,-0.2,32.0
1,20250101,1,2,6140.1,43.34,61.06,2.76,2.6,80.0
1,20250101,2,2,1882.7,44.12,56.31,2.36,2.6,99.0
1,20250101,3,2,620.3,44.78,55.88,2.59,1.7,98.0
1,20250101,4,2,869.6,42.83,61.85,2.65,1.7,87.0
1,20250101,5,2,564.3,42.64,58.61,2.8,2.6,81.0
1,20250101,6,2,309.3,44.46,58.92,2.38,2.1,95.0
2,20250101,1,2,2672.1,61.73,40.1,3.91,3.1,58.0
2,20250101,2,2,889.2,61.28,43.64,3.64,2.7,65.0
2,20250101,3,2,256.4,58.57,44.38,3.46,3.2,52.0
2,20250101,4,2,369.5,58.71,45.81,3.33,3.1,58.0
2,20250101,5,2,238.2,60.63,43.05,3.32,2.8,67.0
2,20250101,6,2,128.2,62.36,40.23,3.72,2.9,71.0
3,20250101,1,2,1649.3,84.27,19.67,4.8,3.8,225.0
3,20250101,2,2,512.8,83.1,20.1,5.68,4.7,226.0
3,20250101,3,2,176.8,84.73,18.99,4.72,4.6,230.0
3,20250101,4,2,250.8,86.39,17.54,5.81,4.5,225.0
3,20250101,5,2,141.6,83.78,19.64,5.2,4.0,227.0
3,20250101,6,2,84.9,88.0,15.19,5.52,4.7,230.0
4,20250101,1,2,1424.1,71.22,32.36,4.73,4.0,182.0
4,20250101,2,2,450.0,68.11,33.04,4.22,3.3,187.0
4,20250101,3,2,143.0,72.44,29.01,3.85,3.6,185.0
4,20250101,4,2,219.8,69.93,33.84,4.16,3.3,181.0
4,20250101,5,2,136.4,68.92,33.63,4.77,3.2,169.0
4,20250101,6,2,78.0,71.4,30.05,4.13,3.0,180.0
5,20250101,1,2,397.2,14.37,58.49,0.82,1.1,64.0
5,20250101,2,2,122.0,15.18,60.37,0.97,1.2,66.0
5,20250101,3,2,38.8,15.16,56.97,0.81,1.0,48.0
5,20250101,4,2,50.4,14.46,60.62,0.9,0.9,56.0
5,20250101,5,2,33.0,14.57,60.37,0.9,1.1,58.0
5,20250101,6,2,18.8,14.48,58.71,0.8,0.3,42.0
6,20250101,1,2,532.5,17.14,61.72,0.97,0.9,38.0
6,20250101,2,2,158.4,17.08,56.59,1.08,0.7,37.0
6,20250101,3,2,47.5,17.15,57.06,0.98,0.5,32.0
6,20250101,4,2,71.1,17.7,58.97,1.02,0.5,39.0
6,20250101,5,2,42.0,17.43,58.96,1.13,1.4,30.0
6,20250101,6,2,23.5,17.43,62.51,1.01,1.0,42.0
7,20250101,1,2,554.6,52.3,49.36,3.06,3.1,42.0
7,20250101,2,2,156.4,52.86,48.58,3.11,2.4,45.0
7,20250101,3,2,50.6,54.19,48.37,3.18,2.2,50.0
7,20250101,4,2,65.7,53.55,52.17,3.21,2.6,37.0
7,20250101,5,2,47.0,55.46,49.33,3.56,2.3,47.0
7,20250101,6,2,25.2,55.91,47.76,3.45,2.3,43.0
8,20250101,1,2,227.3,21.88,61.39,1.26,0.9,55.0
8,20250101,2,2,66.4,21.7,62.16,1.39,1.2,50.0
8,20250101,3,2,22.6,20.71,62.09,1.17,1.1,42.0
8,20250101,4,2,32.7,22.09,60.27,1.42,0.7,44.0
