response_id,country_key,date_key,conflict_phase_key,response_category_key,estimated_cost_musd,effectiveness_score,me_dependency_reduction_pct
RSP-00120,8,20250101,2,15,0.1,7.1,0.35
RSP-00121,9,20250101,2,3,0.3,6.9,1.49
RSP-00122,10,20250101,2,5,0.1,3.4,0.26
RSP-00123,11,20250101,2,15,0.3,5.1,1.22
RSP-00124,11,20250101,2,2,0.1,8.3,1.25
RSP-00125,11,20250101,2,3,0.3,5.1,1.37
RSP-00126,11,20250101,2,15,0.3,4.2,1.14
RSP-00127,11,20250101,2,8,0.3,5.0,1.25
RSP-00128,11,20250101,2,12,0.2,5.9,1.56
RSP-00129,11,20250101,2,12,0.4,7.9,1.84
RSP-00130,12,20250101,2,7,0.1,6.2,0.86
RSP-00131,12,20250101,2,14,0.2,6.2,0.73
RSP-00132,12,20250101,2,5,0.1,6.8,0.92
RSP-00133,13,20250101,2,7,0.6,6.2,1.74
RSP-00134,13,20250101,2,8,0.2,7.0,1.68
RSP-00135,13,20250101,2,3,0.8,7.2,1.25
RSP-00136,14,20250101,2,11,0.6,6.1,1.53
RSP-00137,15,20250101,2,2,0.1,5.9,0.46
RSP-00138,16,20250101,2,9,0.1,7.4,1.59
RSP-00139,16,20250101,2,3,0.1,10.0,1.61
RSP-00140,16,20250101,2,5,0.1,7.6,1.91
RSP-00141,16,20250101,2,11,0.1,3.2,2.2
RSP-00142,17,20250101,2,11,0.1,4.7,0.77
RSP-00143,18,20250101,2,5,0.1,4.9,0.79
RSP-00144,18,20250101,2,8,0.1,4.3,0.61
RSP-00145,19,20250101,2,12,0.1,6.3,0.17
RSP-00146,20,20250101,2,12,0.1,7.2,0.09
RSP-00147,1,20250201,2,8,6.5,5.7,0.85
RSP-00148,1,20250201,2,5,5.1,6.1,1.03
RSP-00149,2,20250201,2,14,2.4,5.5,1.05
RSP-00150,2,20250201,2,12,1.8,8.0,1.52
RSP-00151,2,20250201,2,5,1.3,6.3,1.34
RSP-00152,3,20250201,2,6,3.9,6.5,1.4
RSP-00153,3,20250201,2,7,3.7,6.8,2.11
RSP-00154,3,20250201,2,7,1.6,7.4,1.37
RSP-00155,4,20250201,2,10,0.6,3.7,1.43
RSP-00156,4,20250201,2,14,1.1,3.0,1.72
RSP-00157,4,20250201,2,6,0.8,5.7,1.31
RSP-00158,4,20250201,2,6,1.3,8.2,1.32
RSP-00159,5,20250201,2,13,0.2,5.2,0.25
RSP-00160,6,20250201,2,10,0.2,5.4,0.45
RSP-00161,7,20250201,2,6,0.3,6.0,0.92
RSP-00162,7,20250201,2,3,0.1,6.9,1.1
RSP-00163,7,20250201,2,13,0.2,5.7,1.37
RSP-00164,8,20250201,2,2,0.1,6.2,0.53
RSP-00165,9,20250201,2,13,0.2,6.3,1.36
RSP-00166,9,20250201,2,10,0.2,6.9,1.41
RSP-00167,9,20250201,2,12,0.1,6.9,1.16
RSP-00168,10,20250201,2,2,0.1,5.0,0.23
RSP-00169,11,20250201,2,1,0.2,8.9,1.47
RSP-00170,11,20250201,2,1,0.3,5.4,1.69
RSP-00171,12,20250201,2,11,0.1,3.1,0.88
RSP-00172,12,20250201,2,12,0.1,7.3,0.96
RSP-00173,12,20250201,2,11,0.2,6.7,0.66
RSP-00174,12,20250201,2,15,0.2,5.0,1.05
RSP-00175,13,20250201,2,11,0.9,8.3,1.31
RSP-00176,13,20250201,2,7,0.5,6.4,1.24
RSP-00177,13,20250201,2,11,0.6,5.7,1.44
RSP-00178,13,20250201,2,3,0.7,6.2,1.68
RSP-00179,14,20250201,2,12,0.2,7.3,1.89
RSP-00180,14,20250201,2,11,0.6,5.8,1.9
RSP-00181,14,20250201,2,15,0.5,5.5,1.34
RSP-00182,14,20250201,2,6,0.5,5.3,1.58
RSP-00183,14,20250201,2,15,0.1,6.0,1.68
RSP-00184,15,20250201,2,15,0.1,7.3,0.57
RSP-00185,16,20250201,2,11,0.1,5.0,1.98
RSP-00186,16,20250201,2,3,0.1,7.1,1.98
RSP-00187,16,20250201,2,11,0.1,4.9,1.41
RSP-00188,16,20250201,2,14,0.1,4.4,1.76
RSP-00189,16,20250201,2,14,0.1,9.3,2.06
RSP-00190,16,20250201,2,5,0.1,7.3,1.55
RSP-00191,16,20250201,2,5,0.1,6.5,1.91
RSP-00192,17,20250201,2,12,0.1,6.7,0.53
RSP-00193,17,20250201,2,11,0.1,6.1,0.54
RSP-00194,18,20250201,2,9,0.1,7.6,0.71
RSP-00195,18,20250201,2,3,0.1,8.5,0.99
RSP-00196,19,20250201,2,15,0.1,5.2,0.25
RSP-00197,20,20250201,2,4,0.1,5.5,0.09
RSP-00198,1,20250301,2,12,7.0,7.1,0.89
RSP-00199,2,20250301,2,11,2.5,7.4,1.14
RSP-00200,2,20250301,2,5,2.3,6.4,1.2
RSP-00201,3,20250301,2,12,3.6,6.1,2.04
RSP-00202,3,20250301,2,14,2.7,7.7,2.11
RSP-00203,3,20250301,2,9,4.7,5.5,1.55
RSP-00204,3,20250301,2,2,3.8,7.5,1.43
RSP-00205,3,20250301,2,13,4.2,5.2,1.67
RSP-00206,3,20250301,2,11,2.8,8.1,1.93
RSP-00207,4,20250301,2,1,0.7,7.7,1.19
RSP-00208,4,20250301,2,7,0.8,7.1,1.09
RSP-00209,4,20250301,2,6,1.1,5.2,1.38
RSP-00210,4,20250301,2,3,0.4,4.6,1.24
RSP-00211,4,20250301,2,12,0.7,7.4,1.64
RSP-00212,5,20250301,2,11,0.2,3.7,0.28
RSP-00213,6,20250301,2,9,0.2,5.1,0.43
RSP-00214,6,20250301,2,13,0.1,5.9,0.32
RSP-00215,7,20250301,2,1,0.2,4.9,0.93
RSP-00216,7,20250301,2,8,0.1,6.2,1.14
RSP-00217,8,20250301,2,2,0.1,9.9,0.49
RSP-00218,9,20250301,2,3,0.2,5.4,1.3
RSP-00219,9,20250301,2,12,0.2,5.0,1.27
RSP-00220,10,20250301,2,10,0.1,5.4,0.19
RSP-00221,11,20250301,2,4,0.1,5.3,1.34
RSP-00222,11,20250301,2,1,0.3,5.5,1.76
RSP-00223,11,20250301,2,14,0.4,9.8,1.78
RSP-00224,12,20250301,2,5,0.1,3.2,0.92
RSP-00225,13,20250301,2,1,0.8,6.0,1.44
RSP-00226,13,20250301,2,4,0.4,5.8,1.33
RSP-00227,13,20250301,2,1,0.3,8.7,1.83
RSP-00228,13,20250301,2,2,0.3,6.5,1.72
RSP-00229,13,20250301,2,7,0.3,6.9,1.78
RSP-00230,14,20250301,2,12,0.2,4.5,1.23
RSP-00231,14,20250301,2,6,0.4,4.9,1.69
RSP-00232,15,20250301,2,14,0.1,4.9,0.58
RSP-00233,15,20250301,2,14,0.1,5.7,0.69
RSP-00234,16,20250301,2,15,0.1,4.2,1.41
RSP-00235,16,20250301,2,11,0.1,5.0,2.12
RSP-00236,16,20250301,2,14,0.1,6.5,2.05
RSP-00237,16,20250301,2,8,0.1,5.0,1.66
RSP-00238,17,20250301,2,10,0.1,7.8,0.75
RSP-00239,18,20250301,2,14,0.1,3.0,0.64
RSP-00240,19,20250301,2,7,0.1,9.0,0.22
RSP-00241,20,20250301,2,2,0.1,7.0,0.12
RSP-00242,1,20250401,3,6,6.0,4.6,1.99
RSP-00243,2,20250401,3,10,1.6,8.4,2.37
RSP-00244,2,20250401,3,14,3.9,7.2,2.76
RSP-00245,2,20250401,3,10,4.3,5.1,3.02
RSP-00246,2,20250401,3,12,1.7,5.1,2.15
RSP-00247,2,20250401,3,13,2.6,6.8,3.02
RSP-00248,3,20250401,3,6,5.0,5.1,3.53
RSP-00249,3,20250401,3,15,3.3,7.4,3.25
RSP-00250,3,20250401,3,10,5.8,4.2,3.67
RSP-00251,3,20250401,3,5,7.9,9.0,3.55
RSP-00252,3,20250401,3,14,6.3,6.8,3.16
RSP-00253,3,20250401,3,2,3.6,6.3,3.26
RSP-00254,3,20250401,3,14,4.7,4.8,3.81
RSP-00255,3,20250401,3,11,7.2,4.2,3.32
RSP-00256,4,20250401,3,5,0.8,6.4,2.47
RSP-00257,4,20250401,3,7,1.7,7.3,2.71
RSP-00258,4,20250401,3,13,2.0,4.4,2.64
RSP-00259,4,20250401,3,11,1.7,6.9,2.33
RSP-00260,4,20250401,3,8,1.5,8.1,2.65
RSP-00261,5,20250401,3,4,0.5,5.7,0.46
RSP-00262,6,20250401,3,15,0.5,5.7,0.79
RSP-00263,7,20250401,3,7,0.4,1.8,2.57
RSP-00264,7,20250401,3,6,0.3,6.8,2.42
RSP-00265,7,20250401,3,15,0.4,4.8,2.37
RSP-00266,8,20250401,3,3,0.1,4.6,1.02
RSP-00267,8,20250401,3,2,0.1,6.9,0.71
RSP-00268,9,20250401,3,6,0.2,5.7,2.29
RSP-00269,9,20250401,3,13,0.3,6.9,2.92
RSP-00270,10,20250401,3,4,0.1,4.6,0.45
RSP-00271,11,20250401,3,3,0.6,6.8,3.36
RSP-00272,11,20250401,3,3,0.2,5.2,3.32
RSP-00273,11,20250401,3,13,0.4,6.1,2.52
RSP-00274,11,20250401,3,13,0.5,6.3,2.71
RSP-00275,11,20250401,3,3,0.4,5.2,2.35
RSP-00276,12,20250401,3,13,0.2,7.0,1.78
RSP-00277,12,20250401,3,2,0.2,4.6,2.01
RSP-00278,12,20250401,3,7,0.2,3.5,1.7
RSP-00279,13,20250401,3,14,0.6,5.4,2.94
RSP-00280,13,20250401,3,2,0.9,4.3,2.7
RSP-00281,13,20250401,3,11,0.9,3.4,2.47
RSP-00282,13,20250401,3,10,1.1,7.1,3.13
RSP-00283,13,20250401,3,6,0.8,3.9,3.01
RSP-00284,13,20250401,3,3,1.1,5.5,3.71
RSP-00285,14,20250401,3,12,0.3,5.4,3.12
RSP-00286,14,20250401,3,3,0.4,6.2,3.17
RSP-00287,14,20250401,3,2,0.2,5.1,3.35
RSP-00288,14,20250401,3,13,0.6,8.5,2.83
RSP-00289,14,20250401,3,5,0.3,7.1,3.41
RSP-00290,15,20250401,3,11,0.1,4.8,0.99
RSP-00291,15,20250401,3,5,0.1,6.1,0.97
RSP-00292,15,20250401,3,13,0.1,5.8,1.28
RSP-00293,16,20250401,3,7,0.1,7.6,2.96
RSP-00294,16,20250401,3,4,0.1,6.6,4.03
RSP-00295,16,20250401,3,5,0.1,5.4,4.31
RSP-00296,16,20250401,3,11,0.1,5.4,3.14
RSP-00297,17,20250401,3,7,0.1,3.9,1.09
RSP-00298,18,20250401,3,10,0.1,4.8,1.86
RSP-00299,18,20250401,3,14,0.1,5.3,1.26
RSP-00300,19,20250401,3,11,0.1,5.5,0.36
RSP-00301,20,20250401,3,11,0.1,4.2,0.2
RSP-00302,1,20250501,3,10,11.0,8.2,1.69
RSP-00303,1,20250501,3,15,8.6,7.8,1.97
RSP-00304,2,20250501,3,15,4.0,5.1,2.59
RSP-00305,2,20250501,3,11,4.1,6.6,2.99
RSP-00306,2,20250501,3,6,1.7,6.4,2.36
RSP-00307,2,20250501,3,6,2.8,3.1,1.97
RSP-00308,3,20250501,3,11,6.7,6.4,3.05
RSP-00309,3,20250501,3,14,6.9,5.6,4.08
RSP-00310,3,20250501,3,15,6.9,6.7,3.72
RSP-00311,3,20250501,3,1,1.5,6.9,3.71
RSP-00312,4,20250501,3,2,1.9,9.1,3.51
RSP-00313,4,20250501,3,12,1.2,5.0,3.19
RSP-00314,4,20250501,3,6,0.8,6.3,3.06
RSP-00315,5,20250501,3,15,0.2,6.8,0.61
RSP-00316,6,20250501,3,9,0.1,4.8,0.88
RSP-00317,7,20250501,3,2,0.3,4.4,2.35
RSP-00318,7,20250501,3,3,0.2,5.3,2.66
RSP-00319,8,20250501,3,14,0.2,7.3,1.01
RSP-00320,8,20250501,3,6,0.1,6.4,1.02
RSP-00321,9,20250501,3,1,0.6,9.2,2.81
RSP-00322,9,20250501,3,15,0.2,6.3,2.84
RSP-00323,9,20250501,3,6,0.4,4.7,2.38
RSP-00324,10,20250501,3,12,0.1,4.9,0.38
RSP-00325,11,20250501,3,15,0.3,7.3,3.23
RSP-00326,11,20250501,3,10,0.1,5.3,3.6
RSP-00327,11,20250501,3,3,0.2,7.8,3.44
RSP-00328,11,20250501,3,8,0.1,6.1,2.82
RSP-00329,11,20250501,3,11,0.3,6.6,2.29
RSP-00330,11,20250501,3,9,0.2,6.4,3.3
RSP-00331,12,20250501,3,3,0.2,6.5,1.71
RSP-00332,13,20250501,3,5,0.8,6.9,2.84
RSP-00333,13,20250501,3,6,1.0,6.7,3.07
RSP-00334,13,20250501,3,5,0.6,3.2,2.42
RSP-00335,13,20250501,3,6,0.3,6.9,2.65
RSP-00336,13,20250501,3,12,0.7,7.2,3.16
RSP-00337,13,20250501,3,10,0.6,9.4,2.88
RSP-00338,14,20250501,3,15,0.7,7.2,3.53
RSP-00339,14,20250501,3,3,0.8,5.9,3.91
RSP-00340,14,20250501,3,6,0.4,5.0,3.54
RSP-00341,15,20250501,3,6,0.1,5.6,0.99
RSP-00342,15,20250501,3,5,0.1,5.3,1.06
RSP-00343,15,20250501,3,11,0.1,4.8,1.09
RSP-00344,16,20250501,3,4,0.1,6.4,3.29
RSP-00345,16,20250501,3,8,0.1,5.8,4.17
RSP-00346,16,20250501,3,13,0.1,8.8,3.74
RSP-00347,16,20250501,3,6,0.1,6.8,3.27
RSP-00348,16,20250501,3,5,0.1,3.9,3.3
RSP-00349,16,20250501,3,7,0.1,7.1,3.39
RSP-00350,17,20250501,3,2,0.1,5.9,1.57
RSP-00351,17,20250501,3,8,0.1,6.2,1.19
RSP-00352,18,20250501,3,15,0.1,6.1,1.55
RSP-00353,18,20250501,3,3,0.1,5.6,1.41
RSP-00354,18,20250501,3,14,0.1,5.9,1.78
RSP-00355,18,20250501,3,4,0.1,3.3,1.62
RSP-00356,19,20250501,3,8,0.1,8.2,0.39
RSP-00357,20,20250501,3,6,0.1,3.7,0.22
RSP-00358,1,20250601,3,7,12.7,7.9,1.7
RSP-00359,1,20250601,3,7,7.0,7.4,1.66
RSP-00360,1,20250601,3,8,11.3,4.7,1.55
RSP-00361,1,20250601,3,8,6.7,5.9,1.47
RSP-00362,1,20250601,3,4,6.4,6.4,1.99
RSP-00363,1,20250601,3,10,5.8,9.3,2.01
RSP-00364,1,20250601,3,8,7.3,6.0,2.05
RSP-00365,2,20250601,3,1,2.3,2.2,2.66
RSP-00366,3,20250601,3,2,4.6,3.3,3.73
RSP-00367,3,20250601,3,14,3.8,8.0,4.39
RSP-00368,3,20250601,3,10,4.9,6.1,3.63
RSP-00369,3,20250601,3,3,3.4,7.7,3.52
RSP-00370,3,20250601,3,6,2.3,1.7,3.99
RSP-00371,3,20250601,3,10,4.0,7.1,4.21
RSP-00372,4,20250601,3,13,1.8,7.7,2.3
RSP-00373,4,20250601,3,14,2.0,5.4,2.27
RSP-00374,4,20250601,3,8,2.2,5.4,3.21
RSP-00375,4,20250601,3,9,1.3,5.5,2.55
RSP-00376,4,20250601,3,6,0.8,8.7,3.59
RSP-00377,5,20250601,3,9,0.4,6.3,0.56
RSP-00378,6,20250601,3,1,0.3,6.3,0.8
RSP-00379,7,20250601,3,12,0.5,4.7,1.68
RSP-00380,7,20250601,3,3,0.4,4.4,2.7
RSP-00381,7,20250601,3,4,0.5,5.8,2.58
RSP-00382,8,20250601,3,8,0.1,5.3,0.75
RSP-00383,8,20250601,3,8,0.1,4.1,1.01
RSP-00384,9,20250601,3,5,0.5,3.6,2.25
RSP-00385,10,20250601,3,4,0.1,5.7,0.49
RSP-00386,10,20250601,3,9,0.1,7.0,0.41
RSP-00387,11,20250601,3,4,0.2,5.8,2.93
RSP-00388,11,20250601,3,4,0.2,7.1,2.91
RSP-00389,11,20250601,3,14,0.5,8.8,3.14
RSP-00390,12,20250601,3,7,0.3,6.3,2.04
RSP-00391,12,20250601,3,13,0.1,8.4,1.48
RSP-00392,13,20250601,3,15,0.8,5.0,3.68
RSP-00393,13,20250601,3,11,0.6,3.8,3.61
RSP-00394,13,20250601,3,14,0.7,5.2,3.52
RSP-00395,13,20250601,3,3,0.5,5.2,3.49
RSP-00396,13,20250601,3,6,0.5,4.7,3.86
RSP-00397,13,20250601,3,9,0.6,8.8,2.94
RSP-00398,14,20250601,3,5,0.2,5.5,2.78
RSP-00399,14,20250601,3,15,0.5,8.6,3.99
RSP-00400,14,20250601,3,5,0.5,9.1,3.86
RSP-00401,14,20250601,3,4,0.2,7.4,4.0
RSP-00402,14,20250601,3,9,0.5,9.5,3.06
RSP-00403,14,20250601,3,5,0.3,5.0,2.53
RSP-00404,14,20250601,3,11,0.4,4.9,3.49
RSP-00405,15,20250601,3,14,0.1,6.3,1.03
RSP-00406,16,20250601,3,3,0.1,6.7,3.71
RSP-00407,16,20250601,3,15,0.1,4.5,3.76
RSP-00408,16,20250601,3,13,0.1,2.1,3.78
RSP-00409,16,20250601,3,7,0.1,7.6,4.34
RSP-00410,17,20250601,3,11,0.1,6.1,1.05
RSP-00411,18,20250601,3,8,0.1,6.4,1.52
RSP-00412,19,20250601,3,1,0.1,7.0,0.47
RSP-00413,20,20250601,3,3,0.1,5.2,0.18
RSP-00414,1,20250701,4,10,17.5,8.2,3.16
RSP-00415,1,20250701,4,10,5.9,7.0,2.43
RSP-00416,1,20250701,4,5,5.7,5.9,2.97
RSP-00417,1,20250701,4,13,12.7,3.9,2.57
RSP-00418,2,20250701,4,5,1.8,6.5,4.63
RSP-00419,2,20250701,4,6,2.5,9.2,3.86
RSP-00420,2,20250701,4,6,5.1,6.6,4.57
RSP-00421,3,20250701,4,6,4.7,2.3,5.68
RSP-00422,3,20250701,4,11,2.0,4.8,5.36
RSP-00423,3,20250701,4,14,3.4,8.8,6.27
RSP-00424,3,20250701,4,3,4.1,5.3,5.39
RSP-00425,4,20250701,4,10,2.5,7.1,4.74
RSP-00426,4,20250701,4,14,0.9,7.3,4.25
RSP-00427,4,20250701,4,5,2.5,5.3,3.74
RSP-00428,5,20250701,4,14,0.4,4.8,0.96
RSP-00429,5,20250701,4,4,0.2,6.7,0.79
RSP-00430,5,20250701,4,6,0.4,8.0,0.91
RSP-00431,6,20250701,4,4,0.2,6.3,1.05
RSP-00432,7,20250701,4,15,0.6,6.6,4.11
RSP-00433,7,20250701,4,11,0.5,5.8,3.16
RSP-00434,7,20250701,4,3,0.2,5.3,2.72
RSP-00435,7,20250701,4,14,0.3,8.0,3.45
RSP-00436,7,20250701,4,3,0.7,3.6,3.97
RSP-00437,8,20250701,4,13,0.1,5.0,1.48
RSP-00438,9,20250701,4,6,0.5,5.5,3.47
RSP-00439,9,20250701,4,3,0.2,5.0,4.42
RSP-00440,9,20250701,4,4,0.5,5.8,4.14
RSP-00441,10,20250701,4,9,0.1,4.6,0.76
RSP-00442,10,20250701,4,9,0.1,5.1,0.85
RSP-00443,11,20250701,4,13,0.5,6.0,3.51
RSP-00444,11,20250701,4,13,0.6,4.5,3.97
RSP-00445,11,20250701,4,3,0.4,6.1,3.89
RSP-00446,11,20250701,4,1,0.4,6.7,3.78
RSP-00447,11,20250701,4,1,0.6,8.0,3.61
RSP-00448,11,20250701,4,6,0.3,6.5,4.63
RSP-00449,12,20250701,4,1,0.2,5.9,2.61
RSP-00450,12,20250701,4,11,0.2,7.4,2.21
RSP-00451,12,20250701,4,1,0.2,4.7,2.31
RSP-00452,13,20250701,4,5,0.6,6.3,4.2
RSP-00453,13,20250701,4,4,0.5,6.0,5.04
RSP-00454,13,20250701,4,4,1.0,5.6,4.67
RSP-00455,14,20250701,4,1,0.4,5.5,4.42
RSP-00456,14,20250701,4,2,0.2,6.9,5.43
RSP-00457,14,20250701,4,8,0.6,5.9,4.0
RSP-00458,14,20250701,4,3,0.7,7.0,4.86
RSP-00459,14,20250701,4,14,1.0,8.9,4.49
RSP-00460,15,20250701,4,14,0.1,3.9,1.43
RSP-00461,16,20250701,4,3,0.1,5.6,5.01
RSP-00462,16,20250701,4,6,0.1,5.0,4.16
RSP-00463,17,20250701,4,15,0.1,5.8,2.33
RSP-00464,17,20250701,4,1,0.1,5.7,2.04
RSP-00465,17,20250701,4,13,0.1,7.4,2.48
RSP-00466,17,20250701,4,15,0.1,6.8,2.35
RSP-00467,18,20250701,4,14,0.1,5.5,2.34
RSP-00468,18,20250701,4,11,0.1,10.0,1.94
RSP-00469,18,20250701,4,12,0.1,8.3,2.07
RSP-00470,19,20250701,4,13,0.1,5.9,0.73
RSP-00471,20,20250701,4,10,0.1,6.5,0.33
RSP-00472,1,20250801,4,11,7.4,6.2,3.01
RSP-00473,1,20250801,4,3,4.7,5.5,3.27
RSP-00474,1,20250801,4,3,12.5,5.7,2.36
RSP-00475,2,20250801,4,12,3.5,6.5,3.99
RSP-00476,2,20250801,4,15,1.8,7.8,2.83
RSP-00477,2,20250801,4,11,2.4,5.3,3.5
RSP-00478,3,20250801,4,5,4.5,5.7,4.93
