country_key,date_key,sector_key,conflict_phase_key,supply_chain_disruption_index,estimated_gdp_impact_musd,avg_delivery_delay_days,input_cost_increase_pct,inventory_stress_score,supplier_diversification_score
9,20241001,3,1,8.8,0.0,0.9,0.0,1.7,5.2
9,20241001,4,1,8.3,0.0,1.0,0.0,1.3,5.2
9,20241001,5,1,13.3,0.0,0.9,0.0,2.3,5.2
9,20241001,6,1,14.0,0.0,0.9,0.0,2.4,5.2
9,20241001,7,1,7.5,0.0,1.1,0.0,1.3,5.2
9,20241001,8,1,19.0,0.0,1.1,0.0,3.2,5.2
10,20241001,1,1,4.4,0.0,1.0,0.0,0.9,9.0
10,20241001,2,1,3.1,0.0,1.0,0.0,0.6,9.0
10,20241001,3,1,1.6,0.0,1.0,0.0,0.3,9.0
10,20241001,4,1,1.4,0.0,0.9,0.0,0.3,9.0
10,20241001,5,1,2.6,0.0,1.1,0.0,0.5,9.0
10,20241001,6,1,3.1,0.0,1.1,0.0,0.5,9.0
10,20241001,7,1,1.1,0.0,0.9,0.0,0.2,9.0
10,20241001,8,1,3.3,0.0,1.1,0.0,0.6,9.0
11,20241001,1,1,33.4,0.0,1.0,0.0,5.5,4.0
11,20241001,2,1,17.5,0.0,1.0,0.0,3.8,4.0
11,20241001,3,1,13.3,0.0,0.9,0.0,2.1,4.0
11,20241001,4,1,9.7,0.0,1.0,0.0,1.8,4.0
11,20241001,5,1,15.4,0.0,1.0,0.0,2.6,4.0
11,20241001,6,1,17.6,0.0,1.0,0.0,3.0,4.0
11,20241001,7,1,9.3,0.0,0.9,0.0,1.4,4.0
11,20241001,8,1,23.2,0.0,1.0,0.0,3.6,4.0
12,20241001,1,1,15.5,0.0,1.0,0.0,2.8,6.6
12,20241001,2,1,9.7,0.0,0.9,0.0,1.8,6.6
12,20241001,3,1,5.8,0.0,0.9,0.0,1.1,6.6
12,20241001,4,1,5.9,0.0,0.9,0.0,1.0,6.6
12,20241001,5,1,8.2,0.0,1.1,0.0,1.5,6.6
12,20241001,6,1,9.8,0.0,0.9,0.0,1.8,6.6
12,20241001,7,1,4.3,0.0,1.0,0.0,0.9,6.6
12,20241001,8,1,12.0,0.0,0.9,0.0,2.3,6.6
13,20241001,1,1,26.3,0.0,1.1,0.0,5.7,3.8
13,20241001,2,1,18.5,0.0,1.1,0.0,3.7,3.8
13,20241001,3,1,12.3,0.0,1.1,0.0,2.3,3.8
13,20241001,4,1,11.1,0.0,0.9,0.0,1.8,3.8
13,20241001,5,1,13.7,0.0,1.0,0.0,3.0,3.8
13,20241001,6,1,20.0,0.0,1.1,0.0,3.2,3.8
13,20241001,7,1,8.0,0.0,1.1,0.0,1.5,3.8
13,20241001,8,1,23.4,0.0,1.0,0.0,4.3,3.8
14,20241001,1,1,27.9,0.0,0.9,0.0,6.2,3.6
14,20241001,2,1,19.0,0.0,1.0,0.0,4.1,3.6
14,20241001,3,1,11.2,0.0,1.0,0.0,2.2,3.6
14,20241001,4,1,11.6,0.0,1.1,0.0,1.9,3.6
14,20241001,5,1,14.9,0.0,1.0,0.0,2.6,3.6
14,20241001,6,1,20.0,0.0,1.0,0.0,3.6,3.6
14,20241001,7,1,9.4,0.0,0.9,0.0,1.7,3.6
14,20241001,8,1,21.0,0.0,1.0,0.0,4.4,3.6
15,20241001,1,1,10.0,0.0,1.1,0.0,1.9,7.8
15,20241001,2,1,8.1,0.0,1.0,0.0,1.3,7.8
15,20241001,3,1,4.4,0.0,0.9,0.0,0.8,7.8
15,20241001,4,1,4.0,0.0,1.1,0.0,0.7,7.8
15,20241001,5,1,6.3,0.0,1.1,0.0,1.1,7.8
15,20241001,6,1,7.6,0.0,1.0,0.0,1.2,7.8
15,20241001,7,1,3.2,0.0,1.0,0.0,0.6,7.8
15,20241001,8,1,8.9,0.0,0.9,0.0,1.5,7.8
16,20241001,1,1,36.9,0.0,0.9,0.0,6.4,2.8
16,20241001,2,1,24.2,0.0,1.0,0.0,4.0,2.8
16,20241001,3,1,12.6,0.0,1.0,0.0,2.6,2.8
16,20241001,4,1,12.9,0.0,1.0,0.0,2.1,2.8
16,20241001,5,1,20.0,0.0,1.1,0.0,3.5,2.8
16,20241001,6,1,18.8,0.0,1.1,0.0,3.6,2.8
16,20241001,7,1,8.9,0.0,1.0,0.0,1.8,2.8
16,20241001,8,1,25.3,0.0,1.0,0.0,4.9,2.8
17,20241001,1,1,13.1,0.0,1.0,0.0,2.6,7.2
17,20241001,2,1,7.9,0.0,1.0,0.0,1.5,7.2
17,20241001,3,1,4.7,0.0,1.1,0.0,1.0,7.2
17,20241001,4,1,4.6,0.0,1.0,0.0,0.8,7.2
17,20241001,5,1,6.1,0.0,1.0,0.0,1.3,7.2
17,20241001,6,1,8.7,0.0,1.0,0.0,1.6,7.2
17,20241001,7,1,3.5,0.0,1.1,0.0,0.8,7.2
17,20241001,8,1,9.2,0.0,0.9,0.0,1.7,7.2
18,20241001,1,1,16.6,0.0,1.1,0.0,2.8,6.8
18,20241001,2,1,9.4,0.0,1.0,0.0,1.9,6.8
18,20241001,3,1,6.1,0.0,1.1,0.0,1.1,6.8
18,20241001,4,1,5.2,0.0,1.1,0.0,0.9,6.8
18,20241001,5,1,8.1,0.0,0.9,0.0,1.6,6.8
18,20241001,6,1,11.0,0.0,1.1,0.0,1.9,6.8
18,20241001,7,1,4.9,0.0,1.1,0.0,0.9,6.8
18,20241001,8,1,11.9,0.0,1.0,0.0,2.1,6.8
19,20241001,1,1,4.3,0.0,1.1,0.0,0.7,9.2
19,20241001,2,1,2.6,0.0,0.9,0.0,0.5,9.2
19,20241001,3,1,1.4,0.0,0.9,0.0,0.3,9.2
19,20241001,4,1,1.2,0.0,1.1,0.0,0.2,9.2
19,20241001,5,1,2.0,0.0,0.9,0.0,0.4,9.2
19,20241001,6,1,2.2,0.0,0.9,0.0,0.5,9.2
19,20241001,7,1,1.0,0.0,1.0,0.0,0.2,9.2
19,20241001,8,1,2.8,0.0,1.1,0.0,0.6,9.2
20,20241001,1,1,2.1,0.0,1.0,0.0,0.4,9.6
20,20241001,2,1,1.3,0.0,1.0,0.0,0.2,9.6
20,20241001,3,1,0.8,0.0,0.9,0.0,0.1,9.6
20,20241001,4,1,0.7,0.0,1.1,0.0,0.1,9.6
20,20241001,5,1,1.1,0.0,1.1,0.0,0.2,9.6
20,20241001,6,1,1.2,0.0,1.0,0.0,0.2,9.6
20,20241001,7,1,0.5,0.0,1.0,0.0,0.1,9.6
20,20241001,8,1,1.5,0.0,0.9,0.0,0.3,9.6
1,20241101,1,1,19.6,0.0,0.9,0.0,3.4,6.5
1,20241101,2,1,11.9,0.0,1.0,0.0,2.0,6.5
1,20241101,3,1,7.0,0.0,1.1,0.0,1.3,6.5
1,20241101,4,1,5.7,0.0,0.9,0.0,1.0,6.5
1,20241101,5,1,9.7,0.0,1.0,0.0,1.5,6.5
1,20241101,6,1,9.9,0.0,1.0,0.0,1.9,6.5
1,20241101,7,1,4.5,0.0,1.1,0.0,0.9,6.5
1,20241101,8,1,12.7,0.0,0.9,0.0,2.3,6.5
2,20241101,1,1,23.6,0.0,0.9,0.0,4.4,5.0
2,20241101,2,1,15.3,0.0,1.1,0.0,2.7,5.0
2,20241101,3,1,9.2,0.0,0.9,0.0,1.8,5.0
2,20241101,4,1,9.4,0.0,1.1,0.0,1.5,5.0
2,20241101,5,1,11.8,0.0,1.1,0.0,2.1,5.0
2,20241101,6,1,14.3,0.0,1.0,0.0,2.9,5.0
2,20241101,7,1,6.6,0.0,1.0,0.0,1.2,5.0
2,20241101,8,1,20.3,0.0,0.9,0.0,3.4,5.0
3,20241101,1,1,31.7,0.0,1.0,0.0,6.4,3.0
3,20241101,2,1,21.3,0.0,1.1,0.0,4.4,3.0
3,20241101,3,1,13.3,0.0,1.0,0.0,2.5,3.0
3,20241101,4,1,12.9,0.0,0.9,0.0,2.1,3.0
3,20241101,5,1,17.8,0.0,0.9,0.0,3.0,3.0
3,20241101,6,1,18.7,0.0,1.1,0.0,3.6,3.0
3,20241101,7,1,9.1,0.0,1.0,0.0,1.8,3.0
3,20241101,8,1,22.7,0.0,1.0,0.0,4.9,3.0
4,20241101,1,1,30.5,0.0,1.1,0.0,5.0,4.2
4,20241101,2,1,20.0,0.0,1.0,0.0,3.1,4.2
4,20241101,3,1,10.8,0.0,0.9,0.0,2.0,4.2
4,20241101,4,1,8.9,0.0,1.0,0.0,1.8,4.2
4,20241101,5,1,14.8,0.0,1.1,0.0,2.4,4.2
4,20241101,6,1,18.0,0.0,1.1,0.0,2.9,4.2
4,20241101,7,1,8.7,0.0,1.1,0.0,1.5,4.2
4,20241101,8,1,19.6,0.0,1.0,0.0,4.0,4.2
5,20241101,1,1,5.4,0.0,0.9,0.0,1.1,8.8
5,20241101,2,1,3.5,0.0,0.9,0.0,0.7,8.8
5,20241101,3,1,2.4,0.0,1.1,0.0,0.4,8.8
5,20241101,4,1,1.7,0.0,0.9,0.0,0.4,8.8
5,20241101,5,1,2.9,0.0,1.0,0.0,0.5,8.8
5,20241101,6,1,3.7,0.0,1.0,0.0,0.7,8.8
5,20241101,7,1,1.7,0.0,0.9,0.0,0.3,8.8
5,20241101,8,1,3.9,0.0,0.9,0.0,0.7,8.8
6,20241101,1,1,6.5,0.0,0.9,0.0,1.3,8.6
6,20241101,2,1,4.9,0.0,1.0,0.0,0.9,8.6
6,20241101,3,1,2.6,0.0,1.1,0.0,0.5,8.6
6,20241101,4,1,2.5,0.0,0.9,0.0,0.5,8.6
6,20241101,5,1,3.3,0.0,0.9,0.0,0.7,8.6
6,20241101,6,1,3.9,0.0,1.0,0.0,0.8,8.6
6,20241101,7,1,2.2,0.0,0.9,0.0,0.3,8.6
6,20241101,8,1,4.5,0.0,0.9,0.0,0.9,8.6
7,20241101,1,1,22.2,0.0,0.9,0.0,4.2,5.6
7,20241101,2,1,15.2,0.0,1.1,0.0,2.4,5.6
7,20241101,3,1,8.6,0.0,0.9,0.0,1.6,5.6
7,20241101,4,1,7.9,0.0,1.0,0.0,1.3,5.6
7,20241101,5,1,9.9,0.0,0.9,0.0,1.8,5.6
7,20241101,6,1,15.2,0.0,1.1,0.0,2.2,5.6
7,20241101,7,1,6.4,0.0,0.9,0.0,1.1,5.6
7,20241101,8,1,17.6,0.0,1.0,0.0,2.7,5.6
8,20241101,1,1,8.1,0.0,1.0,0.0,1.5,8.2
8,20241101,2,1,5.7,0.0,1.1,0.0,1.0,8.2
8,20241101,3,1,3.3,0.0,0.9,0.0,0.6,8.2
8,20241101,4,1,2.9,0.0,1.1,0.0,0.5,8.2
8,20241101,5,1,5.0,0.0,0.9,0.0,0.8,8.2
8,20241101,6,1,5.1,0.0,1.0,0.0,1.0,8.2
8,20241101,7,1,2.5,0.0,1.0,0.0,0.5,8.2
8,20241101,8,1,7.1,0.0,1.0,0.0,1.1,8.2
9,20241101,1,1,20.2,0.0,1.0,0.0,4.3,5.2
9,20241101,2,1,14.3,0.0,1.0,0.0,2.8,5.2
9,20241101,3,1,8.1,0.0,1.1,0.0,1.7,5.2
9,20241101,4,1,8.4,0.0,1.0,0.0,1.3,5.2
9,20241101,5,1,10.6,0.0,1.1,0.0,2.2,5.2
9,20241101,6,1,15.7,0.0,1.0,0.0,2.4,5.2
9,20241101,7,1,6.0,0.0,1.0,0.0,1.1,5.2
9,20241101,8,1,17.1,0.0,0.9,0.0,3.2,5.2
10,20241101,1,1,5.1,0.0,1.0,0.0,0.8,9.0
10,20241101,2,1,3.1,0.0,1.1,0.0,0.6,9.0
10,20241101,3,1,2.1,0.0,0.9,0.0,0.3,9.0
10,20241101,4,1,1.7,0.0,1.1,0.0,0.3,9.0
10,20241101,5,1,2.5,0.0,1.1,0.0,0.4,9.0
10,20241101,6,1,2.7,0.0,1.0,0.0,0.6,9.0
10,20241101,7,1,1.5,0.0,1.0,0.0,0.3,9.0
10,20241101,8,1,3.6,0.0,1.1,0.0,0.6,9.0
11,20241101,1,1,27.6,0.0,1.0,0.0,5.2,4.0
11,20241101,2,1,19.7,0.0,0.9,0.0,3.8,4.0
11,20241101,3,1,10.5,0.0,0.9,0.0,2.3,4.0
11,20241101,4,1,8.8,0.0,1.0,0.0,1.8,4.0
11,20241101,5,1,16.0,0.0,0.9,0.0,2.8,4.0
11,20241101,6,1,18.1,0.0,1.0,0.0,3.5,4.0
11,20241101,7,1,7.4,0.0,1.1,0.0,1.6,4.0
11,20241101,8,1,19.9,0.0,1.1,0.0,3.8,4.0
12,20241101,1,1,15.6,0.0,1.1,0.0,2.8,6.6
12,20241101,2,1,10.6,0.0,1.0,0.0,2.1,6.6
12,20241101,3,1,7.2,0.0,1.1,0.0,1.1,6.6
12,20241101,4,1,6.0,0.0,1.1,0.0,0.9,6.6
12,20241101,5,1,9.0,0.0,1.1,0.0,1.6,6.6
12,20241101,6,1,8.9,0.0,1.1,0.0,2.0,6.6
12,20241101,7,1,4.7,0.0,1.1,0.0,0.8,6.6
12,20241101,8,1,13.1,0.0,1.1,0.0,2.4,6.6
13,20241101,1,1,33.1,0.0,1.0,0.0,5.6,3.8
13,20241101,2,1,20.4,0.0,1.0,0.0,3.5,3.8
13,20241101,3,1,11.4,0.0,1.0,0.0,2.2,3.8
13,20241101,4,1,11.2,0.0,1.1,0.0,2.0,3.8
13,20241101,5,1,17.2,0.0,1.0,0.0,3.0,3.8
13,20241101,6,1,18.4,0.0,1.1,0.0,3.4,3.8
13,20241101,7,1,9.1,0.0,1.1,0.0,1.5,3.8
13,20241101,8,1,20.3,0.0,1.0,0.0,4.1,3.8
14,20241101,1,1,33.3,0.0,1.1,0.0,5.5,3.6
14,20241101,2,1,18.9,0.0,1.1,0.0,3.6,3.6
14,20241101,3,1,12.1,0.0,1.1,0.0,2.2,3.6
14,20241101,4,1,11.9,0.0,1.1,0.0,1.9,3.6
14,20241101,5,1,17.4,0.0,0.9,0.0,2.7,3.6
14,20241101,6,1,17.1,0.0,1.0,0.0,3.5,3.6
14,20241101,7,1,7.7,0.0,0.9,0.0,1.5,3.6
14,20241101,8,1,21.7,0.0,0.9,0.0,4.6,3.6
15,20241101,1,1,10.5,0.0,1.0,0.0,2.1,7.8
15,20241101,2,1,6.6,0.0,1.0,0.0,1.4,7.8
15,20241101,3,1,4.3,0.0,1.1,0.0,0.7,7.8
15,20241101,4,1,4.2,0.0,1.0,0.0,0.6,7.8
15,20241101,5,1,5.5,0.0,0.9,0.0,1.0,7.8
15,20241101,6,1,7.6,0.0,1.1,0.0,1.1,7.8
15,20241101,7,1,3.3,0.0,0.9,0.0,0.5,7.8
15,20241101,8,1,9.0,0.0,1.1,0.0,1.3,7.8
16,20241101,1,1,35.7,0.0,1.1,0.0,6.5,2.8
16,20241101,2,1,21.5,0.0,1.0,0.0,4.2,2.8
16,20241101,3,1,12.1,0.0,1.1,0.0,2.3,2.8
16,20241101,4,1,13.0,0.0,1.1,0.0,2.3,2.8
16,20241101,5,1,15.8,0.0,0.9,0.0,3.0,2.8
16,20241101,6,1,21.5,0.0,1.0,0.0,3.7,2.8
16,20241101,7,1,9.9,0.0,1.0,0.0,1.8,2.8
16,20241101,8,1,26.6,0.0,0.9,0.0,5.1,2.8
17,20241101,1,1,14.7,0.0,1.0,0.0,2.8,7.2
17,20241101,2,1,8.6,0.0,1.1,0.0,1.8,7.2
17,20241101,3,1,5.4,0.0,1.0,0.0,0.9,7.2
17,20241101,4,1,4.7,0.0,0.9,0.0,0.9,7.2
17,20241101,5,1,6.7,0.0,1.1,0.0,1.3,7.2
17,20241101,6,1,7.8,0.0,1.1,0.0,1.5,7.2
17,20241101,7,1,4.3,0.0,0.9,0.0,0.7,7.2
17,20241101,8,1,8.9,0.0,1.1,0.0,1.7,7.2
18,20241101,1,1,17.1,0.0,1.1,0.0,2.8,6.8
18,20241101,2,1,11.9,0.0,1.0,0.0,2.1,6.8
18,20241101,3,1,6.2,0.0,0.9,0.0,1.0,6.8
18,20241101,4,1,5.6,0.0,0.9,0.0,0.9,6.8
18,20241101,5,1,8.7,0.0,1.0,0.0,1.4,6.8
18,20241101,6,1,9.7,0.0,1.1,0.0,1.7,6.8
18,20241101,7,1,4.9,0.0,1.1,0.0,0.7,6.8
18,20241101,8,1,11.1,0.0,1.1,0.0,2.1,6.8
19,20241101,1,1,4.3,0.0,1.1,0.0,0.7,9.2
19,20241101,2,1,2.5,0.0,0.9,0.0,0.5,9.2
19,20241101,3,1,1.3,0.0,0.9,0.0,0.3,9.2
19,20241101,4,1,1.5,0.0,1.1,0.0,0.3,9.2
19,20241101,5,1,1.8,0.0,1.0,0.0,0.4,9.2
19,20241101,6,1,2.5,0.0,1.1,0.0,0.4,9.2
19,20241101,7,1,1.2,0.0,1.0,0.0,0.2,9.2
19,20241101,8,1,2.6,0.0,0.9,0.0,0.5,9.2
20,20241101,1,1,2.2,0.0,1.0,0.0,0.3,9.6
20,20241101,2,1,1.2,0.0,1.0,0.0,0.2,9.6
20,20241101,3,1,0.9,0.0,1.0,0.0,0.1,9.6
20,20241101,4,1,0.7,0.0,0.9,0.0,0.1,9.6
20,20241101,5,1,1.1,0.0,1.1,0.0,0.2,9.6
20,20241101,6,1,1.2,0.0,1.1,0.0,0.2,9.6
20,20241101,7,1,0.6,0.0,0.9,0.0,0.1,9.6
20,20241101,8,1,1.5,0.0,0.9,0.0,0.3,9.6
1,20241201,1,1,17.1,0.0,1.1,0.0,3.0,6.5
1,20241201,2,1,9.9,0.0,1.0,0.0,2.0,6.5
1,20241201,3,1,6.6,0.0,0.9,0.0,1.3,6.5
1,20241201,4,1,5.8,0.0,1.1,0.0,1.1,6.5
1,20241201,5,1,8.6,0.0,1.1,0.0,1.5,6.5
1,20241201,6,1,11.0,0.0,0.9,0.0,1.9,6.5
1,20241201,7,1,4.8,0.0,1.1,0.0,0.9,6.5
1,20241201,8,1,11.1,0.0,1.1,0.0,2.3,6.5
2,20241201,1,1,26.7,0.0,1.0,0.0,4.6,5.0
2,20241201,2,1,16.8,0.0,0.9,0.0,3.2,5.0
2,20241201,3,1,9.6,0.0,1.1,0.0,1.9,5.0
2,20241201,4,1,7.2,0.0,1.0,0.0,1.4,5.0
2,20241201,5,1,11.7,0.0,1.1,0.0,2.1,5.0
2,20241201,6,1,13.3,0.0,1.0,0.0,2.8,5.0
2,20241201,7,1,7.8,0.0,1.1,0.0,1.3,5.0
2,20241201,8,1,19.6,0.0,0.9,0.0,3.3,5.0
3,20241201,1,1,35.6,0.0,1.1,0.0,6.3,3.0
3,20241201,2,1,21.7,0.0,1.0,0.0,3.9,3.0
3,20241201,3,1,13.9,0.0,0.9,0.0,2.5,3.0
3,20241201,4,1,12.8,0.0,0.9,0.0,2.3,3.0
3,20241201,5,1,18.0,0.0,1.0,0.0,3.5,3.0
3,20241201,6,1,22.5,0.0,0.9,0.0,3.5,3.0
3,20241201,7,1,8.8,0.0,1.1,0.0,1.8,3.0
3,20241201,8,1,24.3,0.0,1.0,0.0,4.5,3.0
4,20241201,1,1,31.0,0.0,1.0,0.0,5.4,4.2
4,20241201,2,1,19.0,0.0,1.1,0.0,3.6,4.2
4,20241201,3,1,12.2,0.0,1.1,0.0,2.0,4.2
4,20241201,4,1,8.6,0.0,1.1,0.0,1.6,4.2
4,20241201,5,1,15.6,0.0,1.1,0.0,2.7,4.2
4,20241201,6,1,16.4,0.0,0.9,0.0,3.5,4.2
4,20241201,7,1,8.3,0.0,1.0,0.0,1.4,4.2
4,20241201,8,1,18.1,0.0,1.1,0.0,3.5,4.2
5,20241201,1,1,6.2,0.0,0.9,0.0,1.1,8.8
5,20241201,2,1,3.9,0.0,1.0,0.0,0.7,8.8
5,20241201,3,1,2.4,0.0,1.0,0.0,0.4,8.8
5,20241201,4,1,2.1,0.0,0.9,0.0,0.3,8.8
5,20241201,5,1,2.8,0.0,0.9,0.0,0.5,8.8
5,20241201,6,1,4.0,0.0,0.9,0.0,0.7,8.8
5,20241201,7,1,1.8,0.0,0.9,0.0,0.3,8.8
5,20241201,8,1,4.7,0.0,1.0,0.0,0.8,8.8
6,20241201,1,1,7.0,0.0,1.0,0.0,1.4,8.6
6,20241201,2,1,4.8,0.0,1.1,0.0,0.9,8.6
6,20241201,3,1,2.8,0.0,0.9,0.0,0.5,8.6
6,20241201,4,1,2.1,0.0,1.1,0.0,0.4,8.6
6,20241201,5,1,3.3,0.0,0.9,0.0,0.7,8.6
6,20241201,6,1,4.6,0.0,1.1,0.0,0.7,8.6
6,20241201,7,1,1.9,0.0,0.9,0.0,0.3,8.6
6,20241201,8,1,4.8,0.0,1.0,0.0,1.0,8.6
7,20241201,1,1,24.2,0.0,1.0,0.0,3.6,5.6
7,20241201,2,1,16.5,0.0,1.0,0.0,2.9,5.6
7,20241201,3,1,9.3,0.0,0.9,0.0,1.6,5.6
7,20241201,4,1,6.5,0.0,1.0,0.0,1.2,5.6
7,20241201,5,1,11.7,0.0,1.1,0.0,2.1,5.6
7,20241201,6,1,11.4,0.0,1.0,0.0,2.5,5.6
7,20241201,7,1,6.2,0.0,0.9,0.0,1.1,5.6
7,20241201,8,1,13.9,0.0,1.1,0.0,3.1,5.6
8,20241201,1,1,8.4,0.0,0.9,0.0,1.6,8.2
8,20241201,2,1,6.4,0.0,0.9,0.0,1.0,8.2
8,20241201,3,1,3.3,0.0,0.9,0.0,0.6,8.2
8,20241201,4,1,3.3,0.0,1.0,0.0,0.5,8.2
8,20241201,5,1,4.1,0.0,0.9,0.0,0.7,8.2
8,20241201,6,1,5.5,0.0,1.1,0.0,1.1,8.2
8,20241201,7,1,2.3,0.0,0.9,0.0,0.4,8.2
8,20241201,8,1,5.9,0.0,1.1,0.0,1.2,8.2
9,20241201,1,1,24.3,0.0,1.1,0.0,4.4,5.2
9,20241201,2,1,14.4,0.0,1.0,0.0,2.7,5.2
9,20241201,3,1,8.6,0.0,1.1,0.0,1.6,5.2
9,20241201,4,1,7.6,0.0,1.0,0.0,1.3,5.2
9,20241201,5,1,11.3,0.0,1.1,0.0,2.2,5.2
9,20241201,6,1,14.7,0.0,0.9,0.0,2.6,5.2
9,20241201,7,1,6.2,0.0,0.9,0.0,1.1,5.2
9,20241201,8,1,18.4,0.0,0.9,0.0,2.9,5.2
10,20241201,1,1,4.2,0.0,1.0,0.0,0.8,9.0
10,20241201,2,1,2.9,0.0,0.9,0.0,0.6,9.0
10,20241201,3,1,2.1,0.0,1.0,0.0,0.3,9.0
10,20241201,4,1,1.5,0.0,1.1,0.0,0.3,9.0
10,20241201,5,1,2.3,0.0,1.1,0.0,0.4,9.0
10,20241201,6,1,3.3,0.0,1.0,0.0,0.5,9.0
10,20241201,7,1,1.3,0.0,0.9,0.0,0.2,9.0
10,20241201,8,1,3.5,0.0,1.1,0.0,0.7,9.0
11,20241201,1,1,30.3,0.0,0.9,0.0,5.0,4.0
11,20241201,2,1,16.9,0.0,1.0,0.0,3.7,4.0
11,20241201,3,1,12.5,0.0,1.1,0.0,1.9,4.0
11,20241201,4,1,8.7,0.0,0.9,0.0,1.9,4.0
11,20241201,5,1,16.3,0.0,1.0,0.0,2.9,4.0
11,20241201,6,1,18.2,0.0,1.1,0.0,3.1,4.0
