date_key,vessel_type_key,conflict_phase_key,incident_type_key,flag_state_key,estimated_delay_hours,cargo_volume_impacted_kt,lat,lon
20250214,2,2,3,2,47.9,4628.0,12.6,43.3
20250214,5,2,8,16,102.9,65.0,44.0329,162.2697
20250216,8,2,2,9,82.4,137.0,26.3,56.3
20250217,6,2,2,8,3.8,132.0,30.6,32.3
20250217,8,2,6,4,72.1,1855.0,-34.0,18.5
20250219,5,2,5,2,990.0,6524.0,31.0568,116.9946
20250219,8,2,10,4,19.1,105.0,12.6967,43.9593
20250222,7,2,11,5,2.9,165.0,12.4606,43.8204
20250222,8,2,10,4,2.2,222.0,-34.0,18.5
20250223,6,2,4,6,8.8,46.0,25.0,51.0
20250224,1,2,17,10,31.8,198.0,38.9,99.6
20250225,1,2,6,6,1.1,342.0,23.1817,46.1442
20250226,2,2,7,8,2.1,44.0,29.2972,105.5274
20250226,4,2,8,7,104.5,587.0,31.2339,31.7073
20250226,6,2,7,7,12.3,441.0,27.4391,57.2108
20250226,7,2,10,4,1.8,91.0,26.6476,112.0617
20250227,3,2,12,2,17.2,30.0,12.6,43.3
20250227,6,2,2,3,1.7,270.0,26.3,56.3
20250228,2,2,3,10,5.8,713.0,12.6,43.3
20250301,5,2,7,5,0.8,82.0,13.5566,43.3741
20250303,7,2,5,7,1.8,5.0,26.7375,55.7596
20250304,2,2,1,5,4.3,88.0,12.6831,43.4153
20250304,6,2,4,8,20.0,270.0,25.0,51.0
20250304,7,2,6,5,43.2,32.0,25.501,56.1215
20250305,3,2,5,10,15.4,597.0,27.4745,56.8484
20250306,7,2,9,2,13.3,1509.0,30.8991,32.4921
20250307,3,2,13,9,21.7,51.0,30.4081,32.0654
20250308,7,2,15,8,114.5,139.0,55.372600000000006,135.5786
20250309,2,2,7,1,244.0,696.0,12.2583,41.7416
20250309,3,2,3,6,4.6,121.0,12.6,43.3
20250310,1,2,7,8,2.3,67.0,13.3769,42.5373
20250310,6,2,12,8,0.9,0.0,12.6,43.3
20250311,1,2,13,9,285.1,1572.0,27.0812,56.0941
20250311,4,2,12,5,83.3,435.0,12.6,43.3
20250311,5,2,11,3,1.8,43.0,29.956,31.6583
20250311,6,2,1,9,26.0,274.0,26.3,56.3
20250312,1,2,15,4,45.2,341.0,-34.0,18.5
20250312,5,2,10,10,7.8,402.0,1.5337,101.0446
20250312,8,2,23,5,61.1,647.0,38.6589,98.6822
20250313,8,2,15,8,1.8,79.0,12.5749,43.4533
20250314,7,2,13,1,0.2,1.0,27.1726,56.9978
20250315,4,2,14,2,18.0,1848.0,28.5895,119.2122
20250315,5,2,7,9,16.1,30.0,2.3553,102.1637
20250315,7,2,9,4,28.3,72.0,12.6,43.3
20250316,5,2,2,6,1.4,835.0,30.6,32.3
20250316,6,2,9,9,6.4,38.0,30.4521,31.9822
20250316,8,2,13,5,308.8,3984.0,-34.0,18.5
20250318,3,2,3,8,4.7,23.0,26.3,56.3
20250318,7,2,25,8,399.1,875.0,38.5869,100.6831
20250319,1,2,6,5,2.1,526.0,27.1415,56.4868
20250319,5,2,3,9,18.2,375.0,12.6,43.3
20250319,6,2,1,9,46.6,100.0,26.3,56.3
20250320,3,2,3,2,0.6,3.0,12.6,43.3
20250320,8,2,4,1,0.4,65.0,25.0,51.0
20250321,2,2,1,5,15.6,95.0,-33.5851,18.6739
20250321,6,2,14,8,10.8,252.0,17.8633,106.4354
20250322,1,2,10,8,51.1,323.0,12.3294,43.1717
20250322,8,2,12,10,34.3,961.0,25.595,56.6463
20250323,1,2,5,2,13.9,37.0,26.9528,56.1621
20250325,3,2,5,3,1.1,12.0,12.1019,44.1178
20250325,4,2,10,7,60.1,216.0,26.8089,55.6378
20250326,2,2,7,4,14.3,201.0,33.4077,75.4632
20250327,4,2,29,15,45.7,668.0,75.0082,182.5
20250327,7,2,6,4,8.2,92.0,12.8242,44.1153
20250328,3,2,22,6,27.6,199.0,39.8952,100.29849999999999
20250328,5,2,14,3,0.9,84.0,12.6,43.3
20250328,8,2,4,10,4.5,155.0,25.0,51.0
20250329,2,2,9,6,5.5,315.0,52.6,112.6
20250330,2,2,14,6,67.2,16.0,12.6,43.3
20250330,6,2,12,3,112.3,92.0,2.5,101.9
20250401,2,3,4,4,17.9,33.0,25.0,51.0
20250401,8,3,16,9,29.8,118.0,-23.7294,86.8555
20250402,3,3,12,4,110.5,206.0,12.6,43.3
20250402,6,3,7,4,212.3,528.0,13.0739,43.6257
20250402,7,3,14,8,2.3,40.0,12.6,43.3
20250403,1,3,14,2,15.3,56.0,24.051,75.5004
20250404,1,3,7,2,314.9,207.0,11.9333,43.1808
20250404,3,3,15,6,46.1,15.0,26.014,56.2058
20250404,6,3,14,10,22.8,193.0,26.3,56.3
20250406,1,3,9,8,2.1,30.0,31.1732,31.3894
20250407,1,3,23,14,35.3,310.0,38.4805,98.84639999999999
20250407,3,3,11,4,4.5,56.0,-34.0,18.5
20250408,1,3,9,5,134.8,1583.0,28.7412,43.2544
20250408,5,3,13,5,11.3,63.0,19.0579,87.2094
20250408,6,3,6,15,66.8,609.0,51.3,107.3
20250409,1,3,14,12,53.5,711.0,57.8232,130.2696
20250409,3,3,13,3,15.2,16.0,25.4035,78.0692
20250409,5,3,6,8,25.9,36.0,23.4516,97.3809
20250409,6,3,1,2,0.9,69.0,26.3,56.3
20250410,1,3,9,8,4.3,128.0,29.9992,32.7231
20250410,7,3,11,1,24.1,622.0,26.4881,57.1608
20250410,8,3,9,5,19.3,18.0,26.2009,55.8933
20250411,4,3,10,7,74.6,20.0,26.7633,56.4971
20250412,3,3,5,9,16.6,14.0,27.5,152.9
20250412,4,3,14,5,12.3,787.0,31.0251,31.6591
20250412,7,3,13,8,60.4,641.0,17.6549,113.5075
20250413,3,3,14,10,485.7,1470.0,-34.558,18.4534
20250413,4,3,11,9,4.2,82.0,12.6638,43.9345
20250414,5,3,5,3,11.0,1346.0,12.8345,43.0918
20250414,6,3,5,1,16.7,79.0,11.2787,104.7182
20250414,8,3,10,6,1.6,33.0,13.7266,43.8343
20250415,8,3,7,6,48.9,198.0,13.2998,42.6279
20250416,5,3,5,6,5.3,65.0,31.306,32.13
20250416,7,3,19,11,133.5,867.0,42.6851,76.13159999999999
20250417,1,3,8,2,43.3,102.0,29.6543,31.735
20250417,4,3,13,1,28.5,44.0,12.7236,43.7539
20250417,8,3,10,9,23.1,136.0,29.542,32.3655
20250418,3,3,2,4,124.7,42.0,13.1748,71.6581
20250419,1,3,6,2,16.0,128.0,12.6722,42.3876
20250419,3,3,8,7,64.2,623.0,30.0,122.0
20250419,6,3,3,2,15.3,26.0,12.6,43.3
20250421,3,3,11,4,119.6,548.0,11.8403,42.7102
20250421,6,3,4,5,0.4,56.0,25.0,51.0
20250423,7,3,7,5,3.1,53.0,11.8223,44.2595
20250424,4,3,12,2,12.2,5.0,30.6,32.3
20250424,5,3,12,4,3.0,24.0,10.9982,62.7155
20250425,2,3,10,4,28.9,41.0,19.3705,105.4868
20250425,3,3,5,10,55.2,118.0,25.502,56.1149
20250425,5,3,9,12,111.10000000000001,4060.0,52.4892,112.4582
20250426,7,3,2,6,1.3,124.0,19.8496,112.29
20250427,6,3,7,10,0.1,116.0,12.1929,42.4679
20250428,5,3,8,6,12.4,97.0,12.6,43.3
20250429,4,3,14,8,1.1,8.0,10.2013,83.8804
20250430,3,3,2,8,4.7,13.0,13.2185,43.334
20250430,6,3,12,3,13.9,730.0,12.6,43.3
20250430,7,3,13,6,99.0,673.0,2.9769,100.9233
20250501,2,3,14,5,3.4,231.0,26.3,56.3
20250501,3,3,13,8,112.9,109.0,29.7431,31.8093
20250502,4,3,6,5,27.2,76.0,26.6566,104.1385
20250502,6,3,9,2,34.9,76.0,26.216,55.6483
20250503,3,3,16,6,104.0,956.0,55.6,83.3
20250503,4,3,2,3,34.8,147.0,11.8032,43.6155
20250503,5,3,10,6,6.1,117.0,11.989,42.4559
20250503,7,3,2,3,2.0,2.0,-34.6358,18.8974
20250504,7,3,7,9,2.2,457.0,26.9408,57.2581
20250505,7,3,4,4,10.2,82.0,25.0,51.0
20250506,7,3,16,14,27.5,103.0,59.415,125.5278
20250507,1,3,9,6,259.7,121.0,26.4886,56.654
20250507,2,3,10,1,3.2,55.0,25.4484,102.7622
20250508,4,3,7,3,1.2,57.0,-34.0,18.5
20250508,6,3,11,8,21.1,271.0,18.9262,48.1196
20250508,8,3,2,6,11.7,18.0,26.3,56.3
20250509,3,3,12,8,33.0,203.0,30.6,32.3
20250509,8,3,6,3,6.1,12.0,12.1511,42.3396
20250510,1,3,17,8,23.900000000000002,1250.0,54.5511,113.8102
20250510,2,3,15,6,68.2,406.0,30.2303,31.3771
20250510,6,3,12,2,7.3,54.0,12.6,43.3
20250511,6,3,6,5,5.5,144.0,29.9335,31.3107
20250512,7,3,14,3,262.2,894.0,12.6,43.3
20250513,1,3,2,13,149.79999999999998,1317.0,43.6455,75.1626
20250513,6,3,9,18,42.0,97.0,52.2522,107.02940000000001
20250514,7,3,13,7,32.3,192.0,30.2732,80.1673
20250516,8,3,8,7,21.3,8.0,12.6,43.3
20250517,4,3,16,15,23.700000000000003,101.0,39.5169,99.5252
20250517,6,3,12,2,2.5,85.0,2.5,101.9
20250518,6,3,13,2,54.1,93.0,13.7357,42.5696
20250519,7,3,11,8,35.6,1565.0,27.1472,56.2374
20250520,4,3,15,6,49.1,263.0,12.6306,42.788
20250520,8,3,9,4,55.5,950.0,26.9068,57.1433
20250521,4,3,3,2,8.5,8.0,12.6,43.3
20250521,6,3,7,8,104.8,2507.0,15.5492,65.4875
20250522,8,3,15,4,94.1,21.0,13.469,43.507
20250523,3,3,19,13,10.2,99.0,25.835,86.54839999999999
20250525,5,3,12,2,2.8,4.0,27.362,56.428
20250525,6,3,8,5,9.1,205.0,12.6,43.3
20250525,8,3,14,5,12.3,61.0,28.6567,42.5634
20250526,4,3,4,8,17.4,100.0,25.0,51.0
20250526,6,3,17,11,12.5,332.0,26.2842,87.2853
20250526,8,3,22,18,6.4,304.0,26.0285,87.2033
20250527,5,3,15,8,180.0,605.0,27.1964,56.5416
20250528,2,3,10,2,16.4,42.0,26.4991,55.6986
20250528,4,3,25,13,13.100000000000001,245.0,38.8077,99.78630000000001
20250529,5,3,8,3,1.3,144.0,26.3,56.3
20250529,6,3,11,2,51.7,98.0,26.5153,56.4446
20250529,8,3,3,3,29.6,226.0,12.6,43.3
20250530,4,3,2,5,6.0,158.0,14.4088,95.5179
20250530,7,3,11,9,49.2,689.0,13.0092,43.652
20250531,4,3,5,12,152.79999999999998,1507.0,31.355400000000003,144.163
20250531,7,3,8,3,28.2,125.0,12.6,43.3
20250601,1,3,3,6,18.1,163.0,26.3,56.3
20250601,2,3,13,10,2.5,4.0,30.7797,53.4104
20250601,3,3,3,5,80.2,158.0,26.3,56.3
20250601,4,3,15,8,136.7,3944.0,25.8874,56.3549
20250601,5,3,5,3,10.7,104.0,11.928,42.8335
20250602,4,3,15,5,16.8,133.0,26.3911,55.5825
20250602,8,3,20,10,54.5,1004.0,2.5416000000000025,178.93619999999999
20250603,3,3,6,9,92.6,210.0,27.1844,56.8932
20250603,7,3,5,10,3.3,92.0,2.927,100.8741
20250604,1,3,15,10,29.0,336.0,14.2032,87.2471
20250604,4,3,4,9,154.2,120.0,25.0,51.0
20250604,6,3,12,10,5.4,64.0,21.9742,114.0294
20250605,4,3,12,7,118.2,567.0,12.6,43.3
20250605,7,3,2,4,2.2,74.0,-34.2804,18.2727
20250605,8,3,7,10,0.5,86.0,11.8673,43.7723
20250606,5,3,10,8,8.4,81.0,27.4866,56.7327
20250606,7,3,11,5,7.7,9.0,25.6689,55.4817
20250606,8,3,11,9,45.2,270.0,12.195,42.7826
20250608,3,3,15,11,66.9,316.0,46.8989,96.56790000000001
20250608,8,3,5,2,7.0,19.0,5.5242,42.8983
20250609,3,3,15,10,1.1,132.0,27.1022,55.7814
20250609,7,3,7,14,2.5,211.0,37.6,94.3
20250609,8,3,15,2,40.2,19.0,18.7989,92.6753
20250610,2,3,2,3,10.9,62.0,-33.7125,18.7839
20250611,6,3,7,8,36.4,1249.0,27.1437,55.353
20250612,4,3,8,7,2.6,144.0,31.1262,31.5898
20250612,6,3,14,5,17.2,408.0,31.0708,32.4592
20250613,8,3,10,8,45.3,162.0,12.8497,44.0072
20250614,3,3,22,12,10.8,128.0,38.6852,99.05170000000001
20250614,4,3,1,3,21.7,329.0,31.3203,106.3924
20250614,5,3,7,1,18.0,98.0,2.329,102.5716
20250615,1,3,1,6,21.2,9.0,30.9438,115.0124
20250615,3,3,12,10,0.4,59.0,12.6,43.3
20250615,5,3,6,10,10.1,1446.0,25.7891,55.3734
20250615,8,3,3,10,1.7,36.0,26.3,56.3
20250616,2,3,14,4,43.0,1726.0,13.6942,106.7139
20250616,5,3,9,9,11.4,13.0,28.0688,100.0235
20250616,8,3,10,5,78.0,1096.0,25.0403,46.5556
20250617,4,3,1,10,50.2,30.0,-33.5609,18.7381
20250617,8,3,1,5,19.0,737.0,2.5,101.9
20250618,5,3,8,7,26.5,430.0,30.2234,33.186
20250619,2,3,10,4,51.5,695.0,23.0482,112.4265
20250619,5,3,6,9,1.7,45.0,30.5671,31.9086
20250619,7,3,9,6,48.8,40.0,31.3203,31.4317
20250620,4,3,1,3,9.8,987.0,8.7547,40.2315
20250620,5,3,6,3,95.7,374.0,30.6096,31.8871
20250621,7,3,13,10,35.0,389.0,1.6304,101.5303
20250622,6,3,7,4,20.9,26.0,27.1049,56.4857
20250623,5,3,18,12,53.199999999999996,215.0,24.6633,86.59219999999999
20250624,2,3,6,5,2.0,13.0,11.9445,43.176
20250624,4,3,3,4,4.2,124.0,26.3,56.3
20250624,7,3,10,6,162.6,886.0,12.0441,43.438
20250625,3,3,1,7,15.3,50.0,26.3,56.3
20250625,6,3,6,5,5.4,46.0,26.1426,56.8559
20250625,7,3,12,2,45.7,11.0,25.8791,56.6905
20250626,5,3,6,1,9.0,22.0,22.0597,44.7796
20250626,7,3,3,1,45.4,300.0,12.6,43.3
20250629,5,3,14,10,0.9,25.0,12.6,43.3
20250629,6,3,12,9,99.4,266.0,30.6,32.3
20250630,3,3,8,4,10.2,52.0,26.3,56.3
20250701,2,4,8,4,34.6,63.0,12.6,43.3
20250701,3,4,10,4,2.3,207.0,26.67,56.9509
20250701,6,4,13,3,32.1,5.0,26.8507,56.5117
20250702,1,4,3,2,12.9,72.0,26.3,56.3
20250702,5,4,5,2,255.1,94.0,25.9934,56.3177
20250702,7,4,9,5,1.1,10.0,12.6,43.3
20250703,7,4,13,7,135.6,2925.0,16.0815,145.1139
20250703,8,4,3,2,10.4,28.0,12.6,43.3
20250704,8,4,5,9,9.2,52.0,26.8347,85.9103
20250705,5,4,18,13,126.1,441.0,25.127699999999997,86.6377
20250705,6,4,6,7,1.3,58.0,7.2427,50.8253
20250705,8,4,9,1,1.3,133.0,34.4682,97.1286
20250706,2,4,9,1,92.8,189.0,12.6,43.3
20250706,5,4,5,2,3.2,3.0,11.82,42.3796
20250707,1,4,8,3,3.6,17.0,30.0424,31.3814
20250707,3,4,9,6,7.5,17.0,26.9426,57.0897
20250707,7,4,16,11,123.7,1165.0,51.4388,108.275
20250708,8,4,12,7,14.0,95.0,27.1554,56.0234
20250709,4,4,3,5,15.2,85.0,12.6,43.3
20250709,5,4,6,4,36.1,430.0,12.1823,114.0162
20250710,2,4,1,4,67.9,33.0,30.6,32.3
20250710,4,4,9,2,23.2,84.0,12.6,43.3
20250711,1,4,6,10,1.3,55.0,2.7775,102.5459
20250711,2,4,1,7,10.9,36.0,26.3,56.3
20250711,5,4,20,17,8.899999999999999,280.0,50.745400000000004,143.0292
20250712,4,4,7,7,5.4,105.0,27.3357,55.717
20250713,3,4,11,7,91.7,842.0,23.2653,64.768
20250713,4,4,11,1,10.0,50.0,2.9332,100.8087
20250713,5,4,8,8,104.1,224.0,-34.0,18.5
20250713,6,4,5,10,10.9,17.0,27.0568,56.5504
20250715,1,4,14,4,13.2,60.0,26.3,56.3
20250715,2,4,1,6,2.5,27.0,26.3,56.3
20250715,6,4,8,7,1.4,24.0,12.6,43.3
20250716,3,4,7,5,76.1,192.0,30.331,33.0809
20250716,5,4,10,7,110.8,381.0,25.5833,56.1054
20250716,6,4,8,8,141.7,310.0,26.3,56.3
20250716,8,4,10,9,15.2,68.0,12.8695,43.4928
20250717,3,4,26,12,39.0,1233.0,62.9217,200.2812
20250717,7,4,20,6,37.8,86.0,47.8225,126.8225
20250718,2,4,4,7,8.4,35.0,25.0,51.0
20250718,4,4,7,1,143.3,55.0,25.6613,55.8449
20250719,2,4,13,1,56.9,287.0,6.8648,99.2518
20250719,3,4,10,14,37.5,211.0,38.9,99.6
20250719,8,4,13,3,62.6,1067.0,-34.0,18.5
20250720,2,4,18,22,100.5,3076.0,53.684,244.39589999999998
20250720,3,4,8,8,2.6,766.0,2.5,101.9
20250720,6,4,2,8,10.3,207.0,-33.655,18.6157
20250720,8,4,24,15,14.8,195.0,39.3663,143.75529999999998
